dwc:occurrenceID,dwc:basisOfRecord,dcterms:modified,dwc:institutionCode,dwc:collectionCode,dwc:catalogNumber,dwc:otherCatalogNumbers,dwc:recordNumber,dwc:recordedBy,dwc:preparations,dwc:kingdom,dwc:phylum,dwc:class,dwc:order,dwc:family,dwc:genus,dwc:specificEpithet,dwc:infraspecificEpithet,dwc:scientificName,dwc:scientificNameAuthorship,dwc:taxonRank,dwc:taxonomicStatus,dwc:typeStatus,dwc:identifiedBy,dwc:dateIdentified,dwc:identificationRemarks,dwc:verbatimCoordinates,dwc:locality,dwc:decimalLatitude,dwc:decimalLongitude,dwc:georeferencedBy,dwc:georeferencedDate,dwc:georeferenceProtocol,dwc:georeferenceRemarks,dwc:verbatimEventDate,dwc:eventDate,dwc:year,dwc:month,dwc:day,dwc:samplingProtocol,dwc:eventRemarks,dwc:occurrenceRemarks
{EACA5E70-7304-4DB8-A719-1C2B4A7BCECE},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,870,,CR 185,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Crotaphopeltis,hotamboeia,,"Crotaphopeltis hotamboeia (Laurenti, 1768)","(Laurenti, 1768)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |OrigCatName: Crotaphopeltis hotamboeia|1961CatName: Crotaphopeltis hotamboeia,,"Bluff, end of the Bluff",,,,,,,1985/07/14|1985.07.14,1985-07-14,1985,07,14,,,Presented by Clive Reid
{9C9E5682-6379-40E9-A769-45FF794BDADF},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,51,OrigCatNum: 51 [S],,"Raw, L.R.G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Lycophidion,,capense,Lycophidion capense capense,,subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris |OrigCatName: Lycophidion capense capense|1961CatName: Lycophidion capense capense,,Hillary,,,,,,,1961/08/28|1961.07.28,1961-07-28,1961,07,28,,,
{05A654F7-1DB8-44AC-9460-E6B12B37607B},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,440,,,"Jelie, B.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,,capensis,Lygodactylus capensis capensis,,subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris  2016/12/07|OrigCatName: Lygodactylus capensis|1961CatName: Lygodactylus capensis,,Durban,,,,,,,1974/10/10|1974.x.10,1974-10-10,1974,10,10,,,
{63C37003-06E4-4D15-8265-73CA26BB9E55},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,425,OrigCatNum: 72 [L],,"Mercer, R.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Gerrhosaurus,flavigularis,,"Gerrhosaurus flavigularis Wiegmann, 1828","Wiegmann, 1828",species,accepted,,"Bates, M.F.",2014-04-04,Determination Name verified: A.J.L. Lambiris  2017/03/08|OrigCatName: Gerrhosaurus flavigularis flavigularis|1961CatName: Gerrhosaurus flavigularis flavigularis,,Natal,,,,,,,,,,,,,,
{B8D78153-56A4-4B00-A430-8550462834BA},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,416,OrigCatNum: 130 [L],,"Bourquin, O.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Afroedura,pondolia,,"Afroedura pondolia (Hewitt, 1925)","(Hewitt, 1925)",species,accepted,,"Bates, M.F.",2014-06-27,Determination Name verified: A.J.L. Lambiris  2016/10/26|1961CatName: Afroedura pondolia pondolia,,Umtwalumi,,,,,,,1961/06/01|1961.vi,1961-06,1961,06,,,,
{3E3F9695-F4E9-4DE3-A6C8-93839A16FC19},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,777,,CR 138,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Crotaphopeltis,hotamboeia,,"Crotaphopeltis hotamboeia (Laurenti, 1768)","(Laurenti, 1768)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |OrigCatName: Crotaphopeltis hotamboeia|1961CatName: Crotaphopeltis hotamboeia,29.922778° S 30.996493° E,"Wentworth, 107 Assembly Road",-29.9227780000,30.9964930000,"Richards, L.R.",Thu May 25 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/06/09|1985.vi.9,1985-06-09,1985,06,09,,,Presented by Clive Reid
{50285A4D-BC4B-4B3C-88A4-614CB563CFE5},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,551,,CR 23,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Viperidae,Causus,rhombeatus,,"Causus rhombeatus (Lichtenstein, 1823)","(Lichtenstein, 1823)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Causus rhombeatus,,Umhloti Beach,,,,,,,1985/03/21|1985.iii.21,1985-03-21,1985,03,21,,,
{DE3C6080-D040-4EBA-8FCA-D52F65865DBA},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,703,,CR 126,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Boaedon,capensis,,"Boaedon capensis Duméril, Bibron & Duméril, 1854","Duméril, Bibron & Duméril, 1854",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |OrigCatName: Lamprophis fuliginous|1961CatName: Lamprophis fuliginous,29.785742° S 31.041142° E,"Durban North, Swapo (Broadway) Road",-29.7857420000,31.0411420000,"Richards, L.R.",Mon Jun 26 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/06/04|1985.vi.4,1985-06-04,1985,06,04,,,Presented by Clive Reid
{35013CCB-9609-4C19-9962-879C7656DC12},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1290,,CR 58,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,,"Hemidactylus mabouia (Moreau De Jonnès, 1818)","(Moreau De Jonnès, 1818)",species,accepted,,"Lambiris, A.J.",2016-10-13,Determined by: A.J.L. Lambiris|Determination Name verified: A.J.L. Lambiris  2016/11/02|1961CatName: Hemidactylus mabouia,29.845014° S 31.035700° E,"North Beach, Mini Town, 114 Snell Parade",-29.8450140000,31.0357000000,"Richards, L.R.",Fri Jun 30 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/07/13|1985.07.13,1985-07-13,1985,07,13,,,Presented by Clive Reid
{AF5A490E-1F69-49DE-9EC7-CD4158E24BEA},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1018,,GA 328,"Alexander, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Scincidae,Scelotes,inornatus,,"Scelotes inornatus Smith, 1849","Smith, 1849",species,accepted,,"Broadley, D.G.",1993-04-09,Determination Name verified: A.J.L. Lambiris  2016/12/29|OrigCatName: Scelotes inornatus inornatus|1961CatName: Scelotes inornata,29.926899° S 31.000338° E,"Wentworth, intersection of Aurora and Postlooper Roads",-29.9268990000,31.0003380000,"Richards, L.R.",Fri Jun 30 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/09/04|1985.09.4,1985-09-04,1985,09,04,,,Presented by Graham Alexander
{1D10C30B-BEB4-4D14-AA4B-4AD9E473BAA4},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,855,,GA 190,"Carpenter, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,,gabonica,Bitis gabonica gabonica,,subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Bitis gabonica gabonica,28.436000° S 32.305000° E,"Monzi area, near Futululu",-28.4360000000,32.3050000000,"Richards, L.R.",Thu Jun 29 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/02/22|1985.ii.22,1985-02-22,1985,02,22,,,Presented by Graham Alexander|Born in captivity
{196568E6-66CE-4401-8D30-0000CFBA1DAF},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1303,,GA 389,"Alexander, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,,"Hemidactylus mabouia (Moreau De Jonnès, 1818)","(Moreau De Jonnès, 1818)",species,accepted,,"Lambiris, A.J.",2016-10-13,Determined by: A.J.L. Lambiris|Determination Name verified: A.J.L. Lambiris  2016/11/10|1961CatName: Hemidactylus mabouia,,Glenwood,,,,,,,1985/11/02|1985.11.2,1985-11-02,1985,11,02,,,Presented by Graham Alexander
{E47E600B-D3F6-4112-08B1-E7C888ECE6F7},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1541,,SR 1213,"Alexander, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,,natalensis,Philothamnus natalensis natalensis,,subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Philothamnus natalensis natalensis,29.904438° S 30.959738° E,"Sea View, 61 Umhlatuzana Rd",-29.9044380000,30.9597380000,"Richards, L.R.",Fri Jun 30 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1986/11/27|1986.11.27,1986-11-27,1986,11,27,,,Donation: Graham Alexander
{031A9702-8D43-4851-BB12-001E7AB30A56},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1466,,CW 177,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,,capensis,Lygodactylus capensis capensis,,subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris  2016/11/26|1961CatName: Lygodactylus capensis,29.895918° S 30.959095° E,"Sea View, intersection of Sarnia and Hillside Roads",-29.8959180000,30.9590950000,"Richards, L.R.",Fri Jun 30 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/10/17|1985.x.17,1985-10-17,1985,10,17,,,Presented by Clive Reid
{D3AFB2C7-4D48-492D-8D48-0FC2269CE935},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,910,,GA 166,"Carpenter, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,,gabonica,Bitis gabonica gabonica,,subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Bitis gabonica gabonica,28.436000° S 32.305000° E,"Monzi area, near Futululu",-28.4360000000,32.3050000000,"Richards, L.R.",Thu Jun 29 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/02/25|1985/ii/25,1985-02-25,1985,02,25,,,Presented by Graham Alexander
{12CEDB67-4F89-4ABA-9660-0FDDB331687C},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1207,,CW 93,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,,atricollis,Acanthocercus atricollis atricollis,,subspecies,accepted,,"Lambiris, A.J.",2016-09-20,Determined by: A.J.L. Lambiris|Determination Name verified: A.J.L. Lambiris |1961CatName: Agama atricollis,,"Sea View, I.M. Harris Park",,,,,,,1985/07/20|1985.07.20,1985-07-20,1985,07,20,,,Presented by Clive Reid
{62214C57-D4EB-4606-84AC-F23E7C99B2A2},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,483,,,"FitzSimons, D.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,,subfulva,"Naja melanoleuca subfulva Laurent, 1955","Laurent, 1955",subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Naja melanoleuca,,Durban,,,,,,,1964/07/29|1964.07.29,1964-07-29,1964,07,29,,,
{FBFA72EF-5A3A-4E6A-B8EE-9FFB7E64F3AA},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,206,OrigCatNum: 171 [L],,"Bourquin, O.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gerrhosauridae,Tetradactylus,africanus,,"Tetradactylus africanus (Gray, 1838)","(Gray, 1838)",species,accepted,,"Broadley, D.G.",1962-04-02,Determination Name verified: A.J.L. Lambiris  2017/03/08|OrigCatName: Chamaesaura macrolepis|1961CatName: Tetradactylus africanus,,Hluhluwe-Umfolozi Game Reserve,,,,,,,1963/09/01|1963.09,1963-09,1963,09,,,,
{E466441F-6E5F-46B4-B033-54BF4F47EE65},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,916,,GA 219,"Nicholls, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Dispholidus,,viridis,Dispholidus typus viridis,,subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris |OrigCatName: Dispholidus typus typus|1961CatName: Dispholidus typus typus,29.934556° S 30.895289° E,"Chatsworth, Silverglean, Lakeview Drive, south of dam",-29.9345560000,30.8952890000,,,,,1985/07/08|1985.07.8,1985-07-08,1985,07,08,,,Presented by Graham Alexander
{C112AFF2-6C95-46EE-B433-DAB32D9BA4D8},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1305,,GA 361,"Alexander, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Bradypodion,melanocephalum,,"Bradypodion melanocephalum (Gray, 1865)","(Gray, 1865)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris  2016/10/10|1961CatName: Bradypodion melanocephalum,,Wiggins,,,,,,,1985/09/18|1985.09.18,1985-09-18,1985,09,18,,,Presented by Graham Alexander
{83FC3308-F4E4-4DC5-B0E8-06C3AAA8C478},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1049,,GA 301,"Alexander, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophis,,brevirostris,Psammophis brevirostris brevirostris,,subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris |OrigCatName: Psammophis ibilan brevirotris|1961CatName: Psammophis ibilan brevirotris,29.939556° S 30.993797° E,"Bluff, Bluff Nature Reserve, southern corner",-29.9395560000,30.9937970000,"Richards, L.R.",Tue Jun 27 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/09/03|1985.09.3,1985-09-03,1985,09,03,,Under concrete block|Habitat: Grassland | Sandy,Presented by Graham Alexander|Under concrete block. Ventral 158. Scelotes inornatus in stomach
{D7986DDD-C64C-41C5-9216-97E34C382865},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,543,,CR 34,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,mossambica,,"Naja mossambica Peters, 1854","Peters, 1854",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Naja mossambica,,New Germany,,,,,,,1985/03/24|1985.iii.24,1985-03-24,1985,03,24,,,
{504F263B-03F0-40BB-0ABE-3F1D60F2524E},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1197,,CW 122,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Chamaesaura,,macrolepis,Chamaesaura macrolepis macrolepis,,subspecies,accepted,,"Lambiris, A.J.",2017-02-17,Determined by: A.J.L. Lambiris|Determination Name verified: A.J.L. Lambiris  2017/02/17|1961CatName: Chamaesaura macrolepis,29.750704° S 30.676461° E,"Inchanga, Monteseel, Ringwood Farm",-29.7507040000,30.6764610000,"Richards, L.R.",Mon Jun 26 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/07/21|1985.07.21,1985-07-21,1985,07,21,,Habitat: KwaZulu-Natal Sandstone Sourveld grassland-forest mosaic,Presented by Clive Reid
{CECAB6CA-4B58-4199-AAFB-AB32F399E34D},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1294,,CW 73,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Scincidae,Panaspis,wahlbergi,,"Panaspis wahlbergi (Smith, 1849)","(Smith, 1849)",species,accepted,,"Lambiris, A.J.",2017-02-15,Determined by: A.J.L. Lambiris|Determination Name verified: A.J.L. Lambiris  2017/02/15|1961CatName: Panapsis wahlbergi,29.920713° S 30.965557° E,"Montclair, 11 Colt Place",-29.9207130000,30.9655570000,"Richards, L.R.",Thu May 25 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/07/14|1985.07.14,1985-07-14,1985,07,14,,,Presented by Clive Reid
{FFFEEA85-E15D-4321-0937-A2BEDCBABC5A},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1604,,RCBS 990,"Cory, A.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,maculatus,,"Pachydactylus maculatus Gray, 1845","Gray, 1845",species,accepted,,,,Determination Name verified: A.J.L. Lambiris  2016/11/24|1961CatName: Pachydactylus maculatus maculatu,26.102542° S 31.257990° E,"Embala Park, 3.5 km S of Maguga Dam",-26.1025420000,31.2579900000,"Boycott, R.C.",Wed Jun 07 2017 00:00:00 GMT+0200 (South Africa Standard Time),0.000278,,1992/07/01|1992.07.1,1992-07-01,1992,07,01,,Habitat: grassland on kopjie,Donation: R.C. Boycott
{120F1018-D8C0-401B-9BE9-AEBB318D968A},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1578,,CW 161,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,,"Hemidactylus mabouia (Moreau De Jonnès, 1818)","(Moreau De Jonnès, 1818)",species,accepted,,"Lambiris, A.J.",2016-10-13,Determined by: A.J.L. Lambiris|Determination Name verified: A.J.L. Lambiris  2016/11/02|1961CatName: Hemidactylus mabouia,29.897602° S 30.929985° E,"Mount Vernon, 2 Ibsen Road",-29.8976020000,30.9299850000,"Richards, L.R.",Wed Jun 21 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/11/02|1985.11.2,1985-11-02,1985,11,02,,,Presented by Clive Reid
{87391E09-7B8C-47CB-81D1-07836226B42B},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1562,,CR 417,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Lamprophis,aurora,,"Lamprophis aurora (Linnaeus, 1758)","(Linnaeus, 1758)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |OrigCatName: Lamprophis aurora|1961CatName: Lamprophis aurora,29.209509° S 30.000381° E,Mooi River,-29.2095090000,30.0003810000,"Richards, L.R.",Thu Jun 29 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/11/01|1985.11,1985-11,1985,11,,,,Presented by Clive Reid
{B36D3B7C-240B-44E6-B980-494C4D78AD33},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1162,,CW 123,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Chamaesaura,,macrolepis,Chamaesaura macrolepis macrolepis,,subspecies,accepted,,"Lambiris, A.J.",2017-03-17,Determined by: A.J.L. Lambiris|Determination Name verified: A.J.L. Lambiris  2017/03/17|1961CatName: Ramphotyphlops braminus,29.750704° S 30.676461° E,"Inchanga, Monteseel, Ringwood Farm",-29.7507040000,30.6764610000,"Richards, L.R.",Mon Jun 26 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/07/21|1985.07.21,1985-07-21,1985,07,21,,Habitat: KwaZulu-Natal Sandstone Sourveld grassland-forest mosaic,Presented by Clive Reid
{A3E9DD50-9BCE-4148-8C95-054E47BA6A41},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1461,,CW 175,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,,"Hemidactylus mabouia (Moreau De Jonnès, 1818)","(Moreau De Jonnès, 1818)",species,accepted,,"Lambiris, A.J.",2016-10-13,Determined by: A.J.L. Lambiris|Determination Name verified: A.J.L. Lambiris  2016/11/02|1961CatName: Hemidactylus mabouia,,Durban,,,,,,,1985/10/01|1985.x,1985-10,1985,10,,,,Presented by Clive Reid
{57FB0944-BA82-459E-B5F5-0CE579AA3F4A},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1243,,CR 223,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,hoplogaster,,"Philothamnus hoplogaster (Günther, 1863)","(Günther, 1863)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Philothamnus hoplogaster,29.845669° S 30.962558° E,"Wiggins, Rickben Crescent, between Wiggins Road and Eskotene Grove",-29.8456690000,30.9625580000,"Richards, L.R.",Wed Jun 28 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/07/28|1985.07.28,1985-07-28,1985,07,28,,,Presented by Clive Reid
{C3AAEF7C-544A-4B95-8934-14FCCB86C793},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1594,,RBCS 1006,"Boycott, R.C. | Maclay, J.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,vittifer,,"Cordylus vittifer (Reichenow, 1887)","(Reichenow, 1887)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris  2017/03/01|1961CatName: Cordylus vittifer vittifer,25.968847° S 31.121177° E,"Malolotja Nature Reserve, northern boundary",-25.9688470000,31.1211770000,"Boycott, R.C.",Wed Jun 07 2017 00:00:00 GMT+0200 (South Africa Standard Time),0.000278,,1992/07/24|1992.07.24,1992-07-24,1992,07,24,,Habitat: grassland on hilltop,Donation: R.C. Boycott
{D62F44D7-F2FF-42B5-B77E-96DDEED34E2B},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1445,,CR 353,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Crotaphopeltis,hotamboeia,,"Crotaphopeltis hotamboeia (Laurenti, 1768)","(Laurenti, 1768)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Crotaphopeltis hotamboeia,29.841359° S 30.992680° E,Overport,-29.8413590000,30.9926800000,"Richards, L.R.",Fri Jun 30 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/10/21|1985.x.21,1985-10-21,1985,10,21,,,Presented by Clive Reid
{EA55F197-03EB-4FA2-9D36-3EBDB6A46B59},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,650,,,"Mendelsohn, J.M.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Dasypeltis,cabra,,Dasypeltis cabra,,species,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Dasypeltis cabra,24.826000° S 28.644000° E,20 km NE of Settlers,-24.8260000000,28.6440000000,"Richards, L.R.",Wed Jun 21 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/04/29|1985.iv.29,1985-04-29,1985,04,29,,,Donated
{8CEFA36A-5B69-4973-BF19-0CF89EEB9A03},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,633,,CR 47,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Aparallactus,capensis,,"Aparallactus capensis Smith, 1849","Smith, 1849",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |OrigCatName: Aparallactus capensis|1961CatName: Aparallactus capensis,29.887155° S 30.934992° E,"Malvern, Memorial Park, Waverley Road",-29.8871550000,30.9349920000,"Richards, L.R.",Mon Jun 26 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/04/04|1985.iv.4,1985-04-04,1985,04,04,,,Presented by Clive Reid
{E48C52FC-3EEB-4369-AB94-051B8EA9CAA5},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1381,,CR 420,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,,occidentalis,"Philothamnus natalensis occidentalis Broadley, 1966","Broadley, 1966",subspecies,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Philothamnus natalensis occidentalis,,Amanzimtoti,,,,,,,1985/11/20|1985.11.20,1985-11-20,1985,11,20,,,Presented by Clive Reid
{42027996-4AC5-4EAF-8F11-DFBE837CC6B8},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1008,,GA 296,"Alexander, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Scincidae,Panaspis,wahlbergi,,"Panaspis wahlbergi (Smith, 1849)","(Smith, 1849)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris  2017/02/09|OrigCatName: Panapsis wahlbergii|1961CatName: Panapsis wahlbergii,29.840657° S 31.031523° E,"North Beach, former Durban Drive-In, Fan Park, between Sylverster Ntuli (Brickhill) and Stamford Hill Raods",-29.8406570000,31.0315230000,"Richards, L.R.",Fri Jun 30 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/09/02|1985.09.2,1985-09-02,1985,09,02,,Very Disturbed area,Presented by Graham Alexander
{5287CEB5-C1A7-4EFB-86E3-28C371E463F1},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1391,,CR 409,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,semivariegatus,,"Philothamnus semivariegatus (Smith, 1840)","(Smith, 1840)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Philothamnus semivariegatus,29.795418° S 31.020092° E,"Rosehill, 61 Lancaster Grove",-29.7954180000,31.0200920000,"Richards, L.R.",Fri Jun 30 2017 00:00:00 GMT+0200 (South Africa Standard Time),,,1985/04/01|1985.iv,1985-04,1985,04,,,,Presented by Clive Reid
{9EBC65BF-9FEA-455F-B9BE-067BFD108F69},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1327,,GA 411,"Alexander, G.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Colubridae,Philothamnus,hoplogaster,,"Philothamnus hoplogaster (Günther, 1863)","(Günther, 1863)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris |1961CatName: Philothamnus hoplogaster,,University of KwaZulu-Natal,,,,,,,1986/01/20|1986.i.20,1986-01-20,1986,01,20,,,Presented by Graham Alexander
{A84D92E5-8C21-4181-B13C-DB5A8737BB8A},PreservedSpecimen,2017-12-12T05:40:24.000Z,DMSA,DMSA_REP,1180,,CW 131,"Reid, C.",1 Ethanol (whole animal),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,varia,,"Trachylepis varia (Peters, 1867)","(Peters, 1867)",species,accepted,,,,Determination Name verified: A.J.L. Lambiris  2017/02/01|1961CatName: Mabuya varia,29.896600° S 30.981100° E,"Umbilo, Umbilo Canal, near Umbilo Road bridge",-29.8966000000,30.9811000000,"Richards, L.R.",,,,1985/09/18|1985.09.18,1985-09-18,1985,09,18,,,Presented by Clive Reid
