dwc:occurrenceID,dwc:basisOfRecord,dcterms:modified,dwc:institutionCode,dwc:collectionCode,dwc:catalogNumber,dwc:recordNumber,dwc:fieldNumber,dwc:recordedBy,dwc:organismQuantity,dwc:organismQuantityType,dwc:preparations,dwc:kingdom,dwc:phylum,dwc:class,dwc:order,dwc:family,dwc:genus,dwc:specificEpithet,dwc:infraspecificEpithet,dwc:scientificName,dwc:scientificNameAuthorship,dwc:taxonRank,dwc:taxonomicStatus,dwc:typeStatus,dwc:identifiedBy,dwc:identificationRemarks,dwc:verbatimCoordinates,dwc:locality,dwc:decimalLatitude,dwc:decimalLongitude,dwc:georeferencedBy,dwc:georeferenceVerificationStatus,dwc:verbatimEventDate,dwc:eventDate,dwc:year,dwc:month,dwc:day,dwc:eventRemarks,dwc:occurrenceRemarks
0a5c851d-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,54180,,26/10/1979_Mabyeni Hill,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Bufonidae,Poyntonophrynus,fenoulheti,,"Poyntonophrynus fenoulheti (Hewitt & Methuen, 1912)","(Hewitt & Methuen, 1912)",species,accepted,,,Bufo fenoulheti fenoulheti,"22° 21' S 31° 5' E",Mabyeni Hill,-22.3500000000,31.0833333333,administrator,Unchecked,DD: MM: YYYY:261079,1979-10-26,1979,10,26,Jacobson,
089f47cf-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,35694,,"07/09/1968_Kliprand, 3 Km N","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,polyzonus,,"Cordylus polyzonus Smith, 1838","Smith, 1838",species,accepted,,,Cordylus polyzonus,"30° 33' S 18° 41' E","Kliprand, 3 Km N",-30.5500000000,18.6833333333,administrator,Unchecked,DD:07 MM:09 YYYY:1968,1968-09-07,1968,09,07,WD Haacke,
05ed6dd1-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,4930,,no_date_Peterburg,"Ward-Cox, F.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Afrotyphlops,schlegelii,,"Afrotyphlops schlegelii (Bianconi, 1847)","(Bianconi, 1847)",species,accepted,,,Rhinotyphlops schlegelii schlegelii,,Peterburg,,,,,DD:0 MM:0 YYYY:0,,,,,F. WARD COX,
04d5de38-2c84-455c-b721-7c1d990e1653,PreservedSpecimen,2018-10-03T09:48:44.000Z,Ditsong,Herpetology,31073,,,"Haacke, W.D.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,bibronii,,"Pachydactylus bibronii Boulenger, 1885","Boulenger, 1885",species,accepted,,,Pachydactylus bibronii,,"Shakawe on Okavango River, Ngamiland, Bechuanaland, Botswana",,,,,Year: 1965; Month: 04; Day: 21,1965-04-21,1965,04,21,,
0b4d593f-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,58727,,13/01/1980_Farm Uitkomst,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,,Lygodactylus capensis,Lygodactylus capensis capensis,,subspecies,accepted,,,Lygodactylus capensis capensis,,Farm Uitkomst,,,,,DD:13 MM:01 YYYY:1980,1980-01-13,1980,01,13,NHG Jacobsen,
0b392e9f-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,57465,,27/02/1984_Mederhorst Station,"Hunter, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,Mabuya striata,Mabuya striata punctatissima,,subspecies,accepted,,,Trachylepis striata punctatissima,"25° 22' S 30° 8' E",Mederhorst Station,-25.3666666666,30.1333333333,administrator,Unchecked,DD:27 MM:02 YYYY:1984,1984-02-27,1984,02,27,J HURTER,
0ce9cb38-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,72781,N7393,24/06/1981_Tshipise,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,punctatus,,"Pachydactylus punctatus Peters, 1854","Peters, 1854",species,accepted,,,Pachydactylus punctatus,"22° 36' S 30° 10' E",Tshipise,-22.6000000000,30.1666666666,administrator,Unchecked,DD:24 MM:06 YYYY:1981,1981-06-24,1981,06,24,NHG Jacobsen,
071f0554-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,19967,,04/11/1940_Grootvadersbosch,"Fitzsimmons, V.F.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Strongylopus,bonaespei,,"Strongylopus bonaespei (Dubois, 1981)","(Dubois, 1981)",species,accepted,"paratype of Strongylopus bonaespei (Dubois, 1981)",,Strongylopus bonaspei,"33° 59' S 20° 48' E",Grootvadersbosch,-33.9833333333,20.8000000000,administrator,Unchecked,DD:4 MM:11 YYYY:1940,1940-11-04,1940,11,04,V FitzSimons,
0e389cf2-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,85274,NHGJ26,no_date_Vilanculos Coastal Wildlife Sa,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Phrynobatrachidae,Phrynobatrachus,mababiensis,,"Phrynobatrachus mababiensis FitzSimons, 1932","FitzSimons, 1932",species,accepted,,,Phrynobatrachus mababiensis,,"Vilanculos Coastal Wildlife Sanctury, Vilanculos",,,,,DD:0 MM:0 YYYY:0,,,,,NHG Jacobsen,
08d3f28f-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,40724,,"07/04/1971_Kakola Windmill, 20 Km W of Io","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Typhlacontias,,Typhlacontias punctatissimus,Typhlacontias punctatissimus bogerti,,subspecies,accepted,,,check determination,,"Kakola Windmill, 20 Km W of Iona",,,,,DD:07 MM:04 YYYY:1971,1971-04-07,1971,04,07,WD Haacke,
06cf2675-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,16007,,"04/01/1934_Farm Salique, 427",Gildenhuys,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,,Hyperolius marmoratus,Hyperolius marmoratus marmoratus,,subspecies,accepted,,,Hyperolius marmoratus marmoratus,"24° 36' S 30° 51' E","Farm Salique, 427",-24.6000000000,30.8500000000,administrator,Unchecked,DD:4 MM:01 YYYY:1934,1934-01-04,1934,01,04,Gildenhuys,
06c896d2-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,15505,,15/04/1933_Nossob & Anob River Confluence,"Fitzsimmons, V.F.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,namaquensis,,"Pedioplanis namaquensis (Duméril & Bibron, 1839)","(Duméril & Bibron, 1839)",species,accepted,,,Pedioplanis namaquensis,"26° 26' S 20° 37' E","Nossob & Anob River Confluence, Kalahari Gemsbok National Park",-26.4333333333,20.6166666666,administrator,Unchecked,DD:15 MM:04 YYYY:1933,1933-04-15,1933,04,15,V FITZSIMONS,
0a53908e-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,53434,,26/08/1979_Farm Welgevonden,"Bourquin, O.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,Mabuya striata,Mabuya striata punctatissima,,subspecies,accepted,,,Trachylepis striata punctatissima,,Farm Welgevonden,,,,,DD:26 MM:08 YYYY:1979,1979-08-26,1979,08,26,O Bourquin,
0cd787a8-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,71259,,"11/03/1992_Okombami, Near 36 Km NW Etengw","Jager, U.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,,Bitis arietans,Bitis arietans arietans,,subspecies,accepted,,,Bitis arietans arietans,"17° 15' S 12° 50' E","Okombami, Near 36 Km NW Etengwa, Kaokoveld",-17.2500000000,12.8333333333,administrator,Unchecked,DD:11 MM:03 YYYY:1992,1992-03-11,1992,03,11,U Jager,
0cb7d146-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,67639,,"27/04/1988_Henties Bay, 44 Km E","Gordon, D.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,scherzi,,"Pachydactylus scherzi Mertens, 1954","Mertens, 1954",species,accepted,,,check determination,"21° 59' S 14° 38' E","Henties Bay, 44 Km E",-21.9833333333,14.6333333333,administrator,Unchecked,DD:27 MM:04 YYYY:1988,1988-04-27,1988,04,27,D GORDON,
09fc4ab9-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,50020,,20/09/1971_Memorial Gate 5 Km from,"Whateley, A.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Mehelya,,Mehelya capensis,Mehelya capensis capensis,,subspecies,accepted,,,Mehelya capensis capensis,,Memorial Gate 5 Km from,,,,,DD:20 MM:09 YYYY:1971,1971-09-20,1971,09,20,A WHATELEY,
08ba8ce9-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,38518,,"17/04/1970_Makambu, on Okavango River","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,,Bitis arietans,Bitis arietans arietans,,subspecies,accepted,,,Bitis arietans arietans,"17° 27' S 18° 27' E","Makambu, on Okavango River",-17.4500000000,18.4500000000,administrator,Unchecked,DD:17 MM:04 YYYY:1970,1970-04-17,1970,04,17,WD Haacke,
0b6d1e44-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,61497,,17/05/1980_Farm Lillie,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Ichnotropis,squamulosa,,"Ichnotropis squamulosa Peters, 1854","Peters, 1854",species,accepted,,,Ichnotropis squamulosa,,Farm Lillie,,,,,DD:17 MM:05 YYYY:1980,1980-05-17,1980,05,17,N JACOBSON,
0d0dfb24-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,75659,,01/08/1981_Burgersdorp,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Typhlopidae,Rhinotyphlops,lalandei,,"Rhinotyphlops lalandei (Schlegel, 1839)","(Schlegel, 1839)",species,accepted,,,Rhinotyphlops lalandei,"30° 59' S 26° 19' E",Burgersdorp,-30.9833333333,26.3166666666,administrator,Unchecked,DD:0 MM:08 YYYY:1981,1981-08,1981,08,,N. JACOBSEN,
09c026ba-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,44780,,11/04/1974_Hauchab-Awasib Mtns,"Finkeldey, H.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,cuneirostris,,"Meroles cuneirostris (Strauch, 1867)","(Strauch, 1867)",species,accepted,,,Meroles cuneirostris,,Hauchab-Awasib Mtns,,,,,DD:11 MM:04 YYYY:1974,1974-04-11,1974,04,11,H Finkelday,
08be4b83-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,38823,,27/04/1970_Andowa,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,bradfieldi,,"Lygodactylus bradfieldi Hewitt, 1932","Hewitt, 1932",species,accepted,,,Lygodactylus bradfieldi,"17° 16' S 13° 11' E",Andowa,-17.2666666666,13.1833333333,administrator,Unchecked,DD:27 MM:04 YYYY:1970,1970-04-27,1970,04,27,WD Haacke,
0cf9f074-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,74092,N5787,"24/02/1981_Farm Buffelshoek, 171","Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,vittifer,,"Cordylus vittifer (Reichenow, 1887)","(Reichenow, 1887)",species,accepted,,,Cordylus vittifer,,"Farm Buffelshoek, 171",,,,,DD:24 MM:02 YYYY:1981,1981-02-24,1981,02,24,NHG Jacobsen,
04fa9b9e-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,973,,"01/07/1910_Shiluvane, Naphuno","Maphophe, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,margaritifera,,"Trachylepis margaritifera (Peters, 1854)","(Peters, 1854)",species,accepted,,,Trachylepis margaritifer,"24° 2' S 30° 16' E","Shiluvane, Naphuno",-24.0333333333,30.2666666666,administrator,Unchecked,DD:0 MM:07 YYYY:1910,1910-07,1910,07,,Rev. J. Maphophe,
05f2717c-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,5388,,"22/05/1911_Zuurfontein, Johannesburg Near",,1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophylax,rhombeatus,,"Psammophylax rhombeatus (Linnaeus, 1758)","(Linnaeus, 1758)",species,accepted,,,Psammophylax rhombeatus,"26° 4' S 28° 12' E","Zuurfontein, Johannesburg Near",-26.0666666666,28.2000000000,administrator,Unchecked,DD:22 MM:05 YYYY:1911,1911-05-22,1911,05,22,,
0719c95d-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,19481,,22/09/1940_Matjiesfontein,"Fitzsimmons, V.F.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,knoxii,,"Meroles knoxii (Milne-edwards, 1829)","(Milne-edwards, 1829)",species,accepted,,,Meroles knoxii,"33° 15' S 20° 35' E",Matjiesfontein,-33.2500000000,20.5833333333,administrator,Unchecked,DD:22 MM:09 YYYY:1940,1940-09-22,1940,09,22,V FITZSIMON,
0a4875f8-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,52380,,30/08/1978_Itala Nature Reserve,"Bourquin, O.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Crotaphopeltis,hotamboeia,,"Crotaphopeltis hotamboeia (Laurenti, 1768)","(Laurenti, 1768)",species,accepted,,,Crotaphopeltis hotamboeia,"27° 30' S 31° 22' E",Itala Nature Reserve,-27.5000000000,31.3666666666,administrator,Unchecked,DD:30 MM:08 YYYY:1978,1978-08-30,1978,08,30,O. BOURQUIN,
0d097473-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,75321,J6256,29/11/1980_Farm Kameelpan 276,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Dispholidus,,Dispholidus typus,Dispholidus typus typus,,subspecies,accepted,,,Dipholudus typus typus,,Farm Kameelpan 276,,,,,DD:29 MM:11 YYYY:1980,1980-11-29,1980,11,29,NHG Jacobsen,
08bfe853-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,38958,,30/04/1970_Sanitatas 13km E of,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,acutilabris,,"Mabuya acutilabris Schmidt, 1919","Schmidt, 1919",species,accepted,,,Trachylepis acutilabris,"18° 11' S 12° 46' E",Sanitatas 13km E of,-18.1833333333,12.7666666666,administrator,Unchecked,DD:30 MM:04 YYYY:1970,1970-04-30,1970,04,30,WD Haacke,
0bb5c779-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,62811,,01/12/1984_Weenen Nature Reserve,"Mathias, C.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,,"Acanthocercus atricollis (Smith, 1849)","(Smith, 1849)",species,accepted,,,Acanthocerus atricollis,"28° 51' S 29° 59' E",Weenen Nature Reserve,-28.8500000000,29.9833333333,administrator,Unchecked,DD:0 MM:12 YYYY:1984,1984-12,1984,12,,C MATHIAS,
71bb9b1b-db57-4c0b-8bff-e36ef5e37384,PreservedSpecimen,2018-11-30T11:12:26.000Z,Ditsong,Herpetology,10038,,,"Methuen, P.A.",,,,Animalia,Chordata,Amphibia,Anura,Rhacophoridae,Rhacophorus,,,Rhacophorus,,genus,accepted,,,Rhacophorus sphistodon,,"Andranolaho, S.W. Madagascar",,,,,,1911-01-01,1911,01,01,,
09f239a6-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,49131,,"22/04/1976_Etengua, 8 Km Sw","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,chimbana,,"Mabuya chimbana Boulenger, 1887","Boulenger, 1887",species,accepted,,,Trachylepis chimbana,"17° 30' S 13° 0' E","Etengua, 8 Km Sw",-17.5000000000,13.0000000000,administrator,Unchecked,DD:22 MM:04 YYYY:1976,1976-04-22,1976,04,22,WD Haacke,
a64a718b-f3d6-452a-aaae-277776422de9,PreservedSpecimen,2018-10-03T10:19:34.000Z,Ditsong,Herpetology,52780,,,"Brennes, W.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Viperidae,Bitis,arietans,,"Bitis arietans Merrem, 1820","Merrem, 1820",species,accepted,,,Bitis a. arietans,,"15 km S.E. of Pretoria, Transvaal",,,,,Year: 1978; Month: 08,1978-08-01,1978,08,01,,
0d04f79f-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,74934,N3039,02/12/1979_Farm Zwaailand,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Crotaphopeltis,hotamboeia,,"Crotaphopeltis hotamboeia (Laurenti, 1768)","(Laurenti, 1768)",species,accepted,,,Crotaphopeltis hotamboeia,,Farm Zwaailand,,,,,DD:02 MM:12 YYYY:1979,1979-12-02,1979,12,02,NHG Jacobsen,
0a009a38-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,50393,,"30/12/1975_Middelpits, 10 Km W","Pianka, E.R.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Heliobolus,lugubris,,"Heliobolus lugubris (Smith, 1838)","(Smith, 1838)",species,accepted,,,Heliobolus lugubris,,"Middelpits, 10 Km W",,,,,DD:30 MM:12 YYYY:1975,1975-12-30,1975,12,30,EP PIANKA,
0bc47db2-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,64046,,10/02/1985_Kang,"Joubert, G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Elapidae,Elapsoidea,,Elapsoidea sundevallii,Elapsoidea sundevallii fitzsimonsi,,subspecies,accepted,,,Elapsoidea sundevallii fitzsimonsi,"22° 35' S 22° 50' E",Kang,-22.5833333333,22.8333333333,administrator,Unchecked,DD:10 MM:02 YYYY:1985,1985-02-10,1985,02,10,G Joubert,
05f6661e-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,5662,,01/03/1911_Craighall,"Devitt, H.N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Elapidae,Hemachatus,haemachatus,,"Hemachatus haemachatus (Bonnaterre, 1790)","(Bonnaterre, 1790)",species,accepted,,,Hemachatus haemachatus,"26° 7' S 28° 2' E",Craighall,-26.1166666666,28.0333333333,administrator,Unchecked,DD:1 MM:03 YYYY:1911,1911-03-01,1911,03,01,HN Devitt,
082239ab-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,30266,,"27/12/1964_Levi`s Nek 20, 8km N of","Haacke, W.D. | Kulbe, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Crotaphopeltis,hotamboeia,,"Crotaphopeltis hotamboeia (Laurenti, 1768)","(Laurenti, 1768)",species,accepted,,,Crotaphopeltis hotamboeia,,"Levi`s Nek 20, 8km N of",,,,,DD:27 MM:12 YYYY:1964,1964-12-27,1964,12,27,W.D. HAACKE and J. KULBE,
0812bcef-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,29349,,01/01/1964_Chimonzo,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,Mabuya striata,Mabuya striata striata,,subspecies,accepted,,,Trachylepis striata striata,"24° 56' S 33° 18' E",Chimonzo,-24.9333333333,33.3000000000,administrator,Unchecked,DD:0 MM:01 YYYY:1964,1964-01,1964,01,,WD Haacke,
06358c86-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,11608,,no_date_Algoa Bay,Godeffroy Collection,1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophylax,rhombeatus,,"Psammophylax rhombeatus (Linnaeus, 1758)","(Linnaeus, 1758)",species,accepted,,,Psammophylax rhombeatus,,Algoa Bay,,,,,DD:0 MM:0 YYYY:0,,,,,GODEFFROY COLLECTION,
0ce6a2ab-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,72543,JN496,26/11/1978_Lavhengwa Hill,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,,Platysaurus intermedius,Platysaurus intermedius intermedius,,subspecies,accepted,,,Platysaurus intermedius intermedius,,Lavhengwa Hill,,,,,DD:26 MM:11 YYYY:1978,1978-11-26,1978,11,26,NHG Jacobsen,
0bd30065-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,65341,,18/10/1986_Hondeklipbaai,"Owen, C.R.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Typhlosaurus,lomii,,"Typhlosaurus lomii Haacke, 1986","Haacke, 1986",species,accepted,,,Typhlosaurus lomii,"30° 19' S 17° 17' E",Hondeklipbaai,-30.3166666666,17.2833333333,administrator,Unchecked,DD:18 MM:10 YYYY:1986,1986-10-18,1986,10,18,C Owen,
074753da-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,25238,,"01/01/1957_Maseru, Lesotho",Rose,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Cacosternum,boettgeri,,"Cacosternum boettgeri (Boulenger, 1882)","(Boulenger, 1882)",species,accepted,,,Cacosternum boettgeri,,"Maseru, Lesotho",,,,,DD:0 MM:0 YYYY:1957,1957,1957,,,Rose,
0a3ece2d-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,51557,,26/05/1977_Vernon Crookes Nature Reserve,"Sowler, S.G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Chamaesaura,,Chamaesaura anguina,Chamaesaura anguina anguina,,subspecies,accepted,,,Chamaesaura anguina anguina,"30° 16' S 30° 34' E",Vernon Crookes Nature Reserve,-30.2666666666,30.5666666666,administrator,Unchecked,DD:26 MM:05 YYYY:1977,1977-05-26,1977,05,26,SG SOWLER,
083d6dca-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,32876,,"01/01/1966_Brandberg, Nw","Cloete, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,scherzi,,"Pachydactylus scherzi Mertens, 1954","Mertens, 1954",species,accepted,,,Pachydactylus scherzi,,"Brandberg, Nw",,,,,DD:0 MM:01 YYYY:1966,1966-01,1966,01,,J CLOETE,
54ea04a5-d14b-42ba-a279-aa50c26c2be2,PreservedSpecimen,2018-10-03T09:56:33.000Z,Ditsong,Herpetology,35063,,,"Haacke, W.D.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,bibronii,,"Pachydactylus bibronii Boulenger, 1885","Boulenger, 1885",species,accepted,,,Pachydactylus bibroni,,"Farm Groottoring, Calvinia district, Cape",,,,,Year: 1968; Month: 09; Day: 04,1968-09-04,1968,09,04,,
05d43ab3-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,2361,,21/10/1913_Vygeboompoort,"van Dam, G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Agamidae,Acanthocercus,atricollis,,"Acanthocercus atricollis (Smith, 1849)","(Smith, 1849)",species,accepted,,,Acanthocerus atricollis,"24° 46' S 28° 26' E",Vygeboompoort,-24.7666666666,28.4333333333,administrator,Unchecked,DD:21 MM:10 YYYY:1913,1913-10-21,1913,10,21,G van Dam,
07713f8f-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,26097,,"20/02/1951_Malgas Island, Saldana Bay","Rudebeck, G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Afrogecko,porphyreus,,"Afrogecko porphyreus (Daudin, 1802)","(Daudin, 1802)",species,accepted,,,Afrogecko porphyreus,"33° 3' S 17° 55' E","Malgas Island, Saldana Bay",-33.0500000000,17.9166666666,administrator,Unchecked,DD:20 MM:02 YYYY:1951,1951-02-20,1951,02,20,G Rudebeck,
0e215aba-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,81265,J6098,25/06/1982_Mariepskop,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Afroedura,maripi,,"Afroedura maripi Jacobsen, Kuhn, Jackman & Bauer, 2014","Jacobsen, Kuhn, Jackman & Bauer, 2014",species,accepted,,,Afroedura maripi,"24° 32' S 30° 52' E",Mariepskop,-24.5333333333,30.8666666666,administrator,Unchecked,DD:25 MM:06 YYYY:1982,1982-06-25,1982,06,25,NHG Jacobsen,
08c2ee65-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,39277,,"15/10/1970_Linyati, 15 Km N","Strydom, A.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,varia,,"Mabuya varia Auerbach, 1987","Auerbach, 1987",species,accepted,,,Trachylepis varia,,"Linyati, 15 Km N",,,,,DD:15 MM:10 YYYY:1970,1970-10-15,1970,10,15,A Strydom,
