dwc:occurrenceID,dwc:basisOfRecord,dcterms:modified,dwc:institutionCode,dwc:collectionCode,dwc:catalogNumber,dwc:recordNumber,dwc:fieldNumber,dwc:recordedBy,dwc:organismQuantity,dwc:organismQuantityType,dwc:preparations,dwc:kingdom,dwc:phylum,dwc:class,dwc:order,dwc:family,dwc:genus,dwc:specificEpithet,dwc:infraspecificEpithet,dwc:scientificName,dwc:scientificNameAuthorship,dwc:taxonRank,dwc:taxonomicStatus,dwc:typeStatus,dwc:identifiedBy,dwc:identificationRemarks,dwc:verbatimCoordinates,dwc:locality,dwc:decimalLatitude,dwc:decimalLongitude,dwc:georeferencedBy,dwc:georeferenceVerificationStatus,dwc:verbatimEventDate,dwc:eventDate,dwc:year,dwc:month,dwc:day,dwc:eventRemarks,dwc:occurrenceRemarks
c1e0f736-e9d1-4773-a146-7e6e142b85b8,PreservedSpecimen,2018-10-03T14:42:47.000Z,Ditsong,Herpetology,82855,NPS6189,,"Hamilton, M.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Viperidae,Causus,rhombeatus,,"Causus rhombeatus (Lichtenstein, 1823)","(Lichtenstein, 1823)",species,accepted,,,Causus rhombeatus,"29° 36' 45"" S 30° 20'  0"" E",Town Bush Valley,-29.6125000000,30.3333333000,,,Year: 1998; Month: 06,1998-06-01,1998,06,01,,
0e2407f8-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,81610,,24/03/1981_Farm Wanhoop,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Strongylopus,,Strongylopus grayii,Strongylopus grayii grayii,,subspecies,accepted,,,Strongylopus grayii grayii,,Farm Wanhoop,,,,,DD:24 MM:03 YYYY:1981,1981-03-24,1981,03,24,Jacobson,
7e304007-036e-4710-9fda-d14f398cfbca,PreservedSpecimen,2018-10-03T14:46:50.000Z,Ditsong,Herpetology,83210,B1264,,"Boycott, R.C.",,individuals,Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Hyperoliidae,Hyperolius,,Hyperolius marmoratus,"Hyperolius marmoratus taeniatus (Peters, 1854)","(Peters, 1854)",subspecies,accepted,,,Hyperolius m. taeniatus,,Tonga Rapids,,,,,,,,,,,
07822694-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,27577,,01/10/1962_Springbok,"Louw, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Ptenopus,,Ptenopus garrulus,"Ptenopus garrulus maculatus Gray, 1866","Gray, 1866",subspecies,accepted,,,Ptenopus garrulus maculatus,"29° 40' S 17° 53' E",Springbok,-29.6666666666,17.8833333333,administrator,Unchecked,DD:?? MM:10 YYYY:1962,1962-10,1962,10,,J LOUW,
09f6f769-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,49574,,02/09/1976_Rietfontein,"Endrödy-Younga, S.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,polyzonus,,"Cordylus polyzonus Smith, 1838","Smith, 1838",species,accepted,,,Cordylus polyzonus,"26° 44' S 20° 2' E",Rietfontein,-26.7333333333,20.0333333333,administrator,Unchecked,DD:02 MM:09 YYYY:1976,1976-09-02,1976,09,02,S ENDRODY YOUNGA,
08babe21-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,38548,,18/04/1970_Beacon 39,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Ichnotropis,capensis,,"Ichnotropis capensis (Smith, 1838)","(Smith, 1838)",species,accepted,,,Ichnotropis capensis,,Beacon 39,,,,,DD:18 MM:04 YYYY:1970,1970-04-18,1970,04,18,WD Haacke,
0cc5b623-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,69013,,24/01/1990_Mkuhlu,"Clarke, C.H.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Lamprophis,capensis,,"Lamprophis capensis (Duméril, Bibron & Duméril, 1854)","(Duméril, Bibron & Duméril, 1854)",species,accepted,,,Lamprophis capensis,"24° 58' S 31° 13' E",Mkuhlu,-24.9666666666,31.2166666666,administrator,Unchecked,DD:24 MM:01 YYYY:1990,1990-01-24,1990,01,24,C CLARKE,
0bd9b383-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,65881,,26/03/1987_Farm Zwartlijntjiesrivier,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,Mabuya variegata,Mabuya variegata variegata,,subspecies,accepted,,,check determination,"30° 17' S 17° 17' E",Farm Zwartlijntjiesrivier,-30.2833333333,17.2833333333,administrator,Unchecked,DD:26 MM:03 YYYY:1987,1987-03-26,1987,03,26,NHG Jacobsen,
06337eaf-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,11487,,"no_date_Suriman, South America",Godeffroy Collection,1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Polychrotidae,Polychrus,tubercullatus,,Polychrus tubercullatus,,species,accepted,,,Polychrus tubercullatus,,"Suriman, South America",,,,,DD:0 MM:0 YYYY:0,,,,,Godeffroy Collection,
41c5f477-4f2a-4f5e-ab1f-ca563a811512,PreservedSpecimen,2018-10-03T09:45:30.000Z,Ditsong,Herpetology,28671,,,"Blaylock, R.S.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,intermedius,,"Platysaurus intermedius Matschie, 1891","Matschie, 1891",species,accepted,,,Platysaurus intermedius subriges,,"Chibakwe River Bridge, Murewa, S. Rhodesia, Zimbabwe",,,,,Year: 1960; Month: 12; Day: 12,1960-12-12,1960,12,12,,
21845560-5cdd-407d-ab18-16150da767a0,PreservedSpecimen,2018-10-03T10:04:49.000Z,Ditsong,Herpetology,41484,,,"Jensen, R.A.C.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Meroles,suborbitalis,,"Meroles suborbitalis (Peters, 1869)","(Peters, 1869)",species,accepted,,,Meroles suborbitalis,,Gobabeb Namib park,,,,,,,,,,,
e5168c3d-9936-45bf-b118-cf3db2b43827,PreservedSpecimen,2018-11-30T11:13:24.000Z,Ditsong,Herpetology,85902,,,,,,,,,,,,,,,,,,,,,,,No locality (no history),,,,,,,,,,,Sarca specimens
0ceadd64-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,72843,N9528,31/01/1982_Farm Bakenkop,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,,Trachylepis striata,Trachylepis striata punctatissima,,subspecies,accepted,,,Trachylepis striata punctatissima,,Farm Bakenkop,,,,,DD:31 MM:01 YYYY:1982,1982-01-31,1982,01,31,NHG Jacobsen,
c12a346e-369d-412d-ad88-2891f50141bf,PreservedSpecimen,2018-10-03T14:53:25.000Z,Ditsong,Herpetology,83819,,,"Haacke, K.O.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Pseudocordylus,,Pseudocordylus melanotus,"Pseudocordylus melanotus subviridis Visser, 1984","Visser, 1984",subspecies,accepted,,,Pseudocordylus m. subvindus,,Crows Nest Cave Royal Natal Park,,,,,Year: 1999; Month: 10; Day: 23,1999-10-23,1999,10,23,,
2558ac57-7cfb-4ab5-9908-32d01846a69b,PreservedSpecimen,2018-10-03T10:31:24.000Z,Ditsong,Herpetology,68051,,,"Mills, G.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Ptenopus,,,Ptenopus,,genus,accepted,,,Ptenopus,,"Nossob camp, Cape",,,,,Year: 1980; Month: 02,1980-02-01,1980,02,01,,
062bdd17-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,10887,,30/11/1924_Okahandja,"Bradfield, R.D.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Ptenopus,,Ptenopus garrulus,Ptenopus garrulus garrulus,,subspecies,accepted,,,Ptenopus garrulus garrulus,"21° 59' S 16° 55' E",Okahandja,-21.9833333333,16.9166666666,administrator,Unchecked,DD:30 MM:11 YYYY:1924,1924-11-30,1924,11,30,RD BRADFIELD,
05d4c0a5-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,2415,,13/03/1914_Komatipoort,Hamilton,1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,margaritifera,,"Trachylepis margaritifera (Peters, 1854)","(Peters, 1854)",species,accepted,,,Trachylepis margaritifer,"25° 26' S 31° 57' E",Komatipoort,-25.4333333333,31.9500000000,administrator,Unchecked,DD:13 MM:03 YYYY:1914,1914-03-13,1914,03,13,Maj Hamilton,
08a23cb2-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,36149,,23/02/1969_Erasmuskraal Estates,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,,Pedioplanis lineoocellata,"Pedioplanis lineoocellata pulchella (Gray, 1845)","(Gray, 1845)",subspecies,accepted,,,Pedioplanis lineoocellata pulchella,,Erasmuskraal Estates,,,,,DD:23 MM:02 YYYY:1969,1969-02-23,1969,02,23,WD Haacke,
c0d310e2-30a1-4825-8c13-9acbb04efe88,PreservedSpecimen,2018-10-03T09:54:37.000Z,Ditsong,Herpetology,33628,,,"Kulbe, J.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Lygodactylus,capensis,,"Lygodactylus capensis (Smith, 1849)","(Smith, 1849)",species,accepted,,,Lygodactylus capensis,,"Sorolwana Bay,zululand",,,,,Year: 1967; Month: 06,1967-06-01,1967,06,01,,
09ef411e-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,48846,,14/04/1976_Sesfontein,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,fasciatus,,"Pachydactylus fasciatus Boulenger, 1888","Boulenger, 1888",species,accepted,,,Pachydactylus fasciatus,"19° 7' S 13° 37' E",Sesfontein,-19.1166666666,13.6166666666,administrator,Unchecked,DD:14 MM:04 YYYY:1976,1976-04-14,1976,04,14,WD Haacke,
0bcb1f63-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,64641,,"21/09/1985_Nita Downs, W.a ,australia","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Heteronotia,binoei,,"Heteronotia binoei (Gray, 1845)","(Gray, 1845)",species,accepted,,,Heteronotia binoei,"19° 5' S 121° 41' E","Nita Downs, W.a ,australia",-19.0833333333,121.6833333333,administrator,Unchecked,DD:21 MM:9 YYYY:1985,1985-09-21,1985,09,21,WD Haacke,
612e9b41-df1f-4e18-98c8-111f37c3cb51,PreservedSpecimen,2018-10-03T14:50:53.000Z,Ditsong,Herpetology,83602,,,"Newbery, R.E.",,individuals,Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Lamprophis,fuliginosus,,"Lamprophis fuliginosus Auerbach, 1987","Auerbach, 1987",species,accepted,,,Lamprophis fuliginosus,,Klerkskraal dam,,,,,Year: 1996; Month: 05; Day: 08,1996-05-08,1996,05,08,,
0cee2f22-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,73155,J1761,18/12/1979_Shamiriri,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,bibronii,,"Pachydactylus bibronii Boulenger, 1885","Boulenger, 1885",species,accepted,,,Pachydactylus bibronii,,Shamiriri,,,,,DD:18 MM:12 YYYY:1979,1979-12-18,1979,12,18,NHG Jacobsen,
07794352-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,26698,,"01/08/1958_Farm Meerlust, Faure",Visser,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Cacosternum,boettgeri,,"Cacosternum boettgeri (Boulenger, 1882)","(Boulenger, 1882)",species,accepted,,,Cacosternum boettgeri,,"Farm Meerlust, Faure",,,,,DD:0 MM:08 YYYY:1958,1958-08,1958,08,,Visser,
08918be1-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,34672,,10/09/1967_Kapteinskloof Pan,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Testudines,Testudinidae,Chersina,angulata,,"Chersina angulata (Schweigger, 1812)","(Schweigger, 1812)",species,accepted,,,Chersina angulata,,Kapteinskloof Pan,,,,,DD:10 MM:09 YYYY:1967,1967-09-10,1967,09,10,WD Haacke,
08269f6b-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,30657,,30/03/1965_Nokaneng,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,dilepis,,"Chamaeleo dilepis Leach, 1819","Leach, 1819",species,accepted,,,Chamaeleo dilepis,,Nokaneng,,,,,DD:30 MM:03 YYYY:1965,1965-03-30,1965,03,30,WD Haacke,
0894b5f8-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,35018,,01/09/1968_Farm Blouheuwel,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,laticeps,,"Pedioplanis laticeps (Smith, 1849)","(Smith, 1849)",species,accepted,,,Pedioplanis laticeps,,Farm Blouheuwel,,,,,DD:0 MM:09 YYYY:1968,1968-09,1968,09,,WD Haacke,
986e5de3-056a-410a-8f60-f8694c670c94,PreservedSpecimen,2019-07-11T15:07:00.000Z,Ditsong,Herpetology,63397,,,"Haacke, W.D.",,,,Animalia,Chordata,Reptilia,Squamata,Scincidae,Trachylepis,occidentalis,,"Trachylepis occidentalis (Peters, 1867)","(Peters, 1867)",species,accepted,,,Trachylepis occidentalis,"17° 50' S 12°  8' E",Ondondojengo river,-17.8333300000,12.1333300000,,,,1985-04-16,1985,04,16,,
0b659b95-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,60860,,19/05/1981_Pongola Nature Reserve,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Cacosternum,boettgeri,,"Cacosternum boettgeri (Boulenger, 1882)","(Boulenger, 1882)",species,accepted,,,Cacosternum boettgeri,"27° 19' S 30° 28' E",Pongola Nature Reserve,-27.3166666666,30.4666666666,administrator,Unchecked,DD:19 MM:05 YYYY:1981,1981-05-19,1981,05,19,Jacobson,
082fbcce-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,31451,,"02/10/1965_Hoanib, 13 Km N","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Rhoptropus,afer,,"Rhoptropus afer Peters, 1869","Peters, 1869",species,accepted,,,Rhoptropus afer,"19° 21' S 12° 43' E","Hoanib, 13 Km N",-19.3500000000,12.7166666666,administrator,Unchecked,DD:02 MM:10 YYYY:1965,1965-10-02,1965,10,02,WD Haacke,
0781e732-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,27549,,01/04/1961_Lebombo W Side Above Gwaliweni,"Rorke, D.G.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,capensis,,"Mabuya capensis Fitzsimons, 1943","Fitzsimons, 1943",species,accepted,,,Trachylepis capensis,,Lebombo W Side Above Gwaliweni Forest,,,,,DD:0 MM:04 YYYY:1961,1961-04,1961,04,,D RORKE,
06386676-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,11864,,"no_date_Venezuela, S. America",Godeffroy Collection,1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Coluber,corais,,"Coluber corais Boie, 1827","Boie, 1827",species,accepted,,,Coluber corais,,"Venezuela, S. America",,,,,DD:0 MM:0 YYYY:0,,,,,Godeffroy Collection,
5466ae47-747e-4641-bb0c-ce6801e39c03,PreservedSpecimen,2018-10-03T09:58:35.000Z,Ditsong,Herpetology,35943,,,"Loveridge, A.",,individuals,Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Hemisotidae,Hemisus,marmoratus,,"Hemisus marmoratus (Peters, 1854)","(Peters, 1854)",species,accepted,,,Hemisus m. marmoratus,,"Malindi, Kenya",,,,,Year: 1934; Month: 04; Day: 29,1934-04-29,1934,04,29,,
0e107ebe-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,79678,,22/11/1994_Satara Floodplain,"Endrödy-Younga, S.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,vansoni,,"Pachydactylus vansoni Fitzsimons, 1933","Fitzsimons, 1933",species,accepted,,,Pachydactylus vansoni,"24° 11' S 31° 50' E",Satara Floodplain,-24.1833333333,31.8333333333,administrator,Unchecked,DD:22 MM:11 YYYY:1994,1994-11-22,1994,11,22,S ENDRODY YOUNGA,
088bfd65-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,34182,,"28/09/1967_Spektakel Pass , W of","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,weberi,,"Pachydactylus weberi Roux, 1907","Roux, 1907",species,accepted,,,Pachydactylus weberi,"29° 40' S 17° 38' E","Spektakel Pass , W of",-29.6666666666,17.6333333333,administrator,Unchecked,DD:28 MM:09 YYYY:1967,1967-09-28,1967,09,28,WD Haacke,
0d048c67-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,74888,J1332,24/02/1979_Farm Paardeplaats 101,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Colubridae,Crotaphopeltis,hotamboeia,,"Crotaphopeltis hotamboeia (Laurenti, 1768)","(Laurenti, 1768)",species,accepted,,,Crotaphopeltis hotamboeia,,Farm Paardeplaats 101,,,,,DD:24 MM:02 YYYY:1979,1979-02-24,1979,02,24,NHG Jacobsen,
239bde7e-9466-42a9-a73e-601bf30b9605,PreservedSpecimen,2018-11-30T11:12:52.000Z,Ditsong,Herpetology,11056,,,"van Dam, G.",,,,Animalia,Chordata,Reptilia,Squamata,Chamaeleonidae,Chamaeleo,,,Chamaeleo,,genus,accepted,,,Chameleon,,"Maribas Hock, Potgietersrust district, N. Transvaal",,,,,,1924-12-01,1924,12,01,,
09af91d5-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,43711,,01/04/1973_Katima Mulilo,"van der Waal, B.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Mabuya,,Mabuya striata,Mabuya striata wahlbergii,,subspecies,accepted,,,Trachylepis striata wahlbergii,,Katima Mulilo,,,,,DD:0 MM:04 YYYY:1973,1973-04,1973,04,,BC VD WAAL,
08e5b274-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,42293,,23/03/1972_Gross Spitzkoppe Farm,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lacertidae,Pedioplanis,namaquensis,,"Pedioplanis namaquensis (Duméril & Bibron, 1839)","(Duméril & Bibron, 1839)",species,accepted,,,Pedioplanis namaquensis,"21° 50' S 15° 12' E",Gross Spitzkoppe Farm,-21.8333333333,15.2000000000,administrator,Unchecked,DD:23 MM:03 YYYY:1972,1972-03-23,1972,03,23,WD Haacke,
08cee874-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,40358,,"29/03/1971_Moqamedes-Port Alexander, 10 K","Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,punctatus,,"Pachydactylus punctatus Peters, 1854","Peters, 1854",species,accepted,,,Pachydactylus punctatus,,"Moqamedes-Port Alexander, 10 Km S",,,,,DD:29 MM:03 YYYY:1971,1971-03-29,1971,03,29,WD Haacke,
04f8c7e4-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,832,,01/07/1910_Grahamstown,"Ivy, R.B.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Acontias,gracilicauda,,"Acontias gracilicauda Essex, 1925","Essex, 1925",species,accepted,,,Acontias gracilicauda,"33° 18' S 26° 32' E",Grahamstown,-33.3000000000,26.5333333333,administrator,Unchecked,DD:0 MM:07 YYYY:1910,1910-07,1910,07,,R.H. Ivy,
0d649151-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,77721,,"01/02/1982_Farm Bendor, 211","Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,vansoni,,"Pachydactylus vansoni Fitzsimons, 1933","Fitzsimons, 1933",species,accepted,,,Pachydactylus vansoni,,"Farm Bendor, 211",,,,,DD:0 MM:02 YYYY:1982,1982-02,1982,02,,NHG Jacobsen,
08acacca-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,37105,,12/05/1969_Awasib,"Haacke, W.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Pachydactylus,laevigatus,,"Pachydactylus laevigatus Fischer, 1888","Fischer, 1888",species,accepted,,,Pachydactylus laevigatus laevigatus,"25° 26' S 15° 35' E",Awasib,-25.4333333333,15.5833333333,administrator,Unchecked,DD:12 MM:05 YYYY:1969,1969-05-12,1969,05,12,WD Haacke,
0a6eb487-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,55976,,01/07/1982_Farm De Gladdeklipkop,"Owen, C.R.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Scincidae,Acontias,cregoi,,"Acontias cregoi (Boulenger, 1903)","(Boulenger, 1903)",species,accepted,,,Typhlosaurus cregoi cregoi,"23° 32' S 29° 42' E",Farm De Gladdeklipkop,-23.5333333333,29.7000000000,administrator,Unchecked,DD:? MM:07 YYYY:1982,1982-07,1982,07,,CR OWEN,
09fe309a-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,50172,,20/08/1976_Cathedral Peak,"Bourquin, O.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophis,crucifer,,"Psammophis crucifer (Daudin, 1803)","(Daudin, 1803)",species,accepted,,,Psammophis crucifer,"28° 55' S 29° 9' E",Cathedral Peak,-28.9166666666,29.1500000000,administrator,Unchecked,DD:20 MM:08 YYYY:1976,1976-08-20,1976,08,20,O Bourquin,
0771b464-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,26131,,28/07/1959_Ratombo,"Seale, J.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Leptotyphlopidae,Leptotyphlops,,Leptotyphlops conjunctus,Leptotyphlops conjunctus conjunctus,,subspecies,accepted,,,Leptotyphlops conjunctus conjunctus,"23° 3' S 30° 5' E",Ratombo,-23.0500000000,30.0833333333,administrator,Unchecked,DD:28 MM:07 YYYY:1959,1959-07-28,1959,07,28,J Seale,
07783a94-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,26654,,27/07/1960_Durban,Wager,1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Brevicipitidae,Breviceps,,Breviceps adspersus,Breviceps adspersus adspersus,,subspecies,accepted,,,Breviceps adspersus adspersus,"29° 50' S 30° 56' E",Durban,-29.8333333333,30.9333333333,administrator,Unchecked,DD:27 MM:07 YYYY:1960,1960-07-27,1960,07,27,Wager,
0bb00c04-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,62323,,23/09/1981_Farm Roodewal,"Jacobsen, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,,Platysaurus intermedius,"Platysaurus intermedius wilhelmi Hewitt, 1909","Hewitt, 1909",subspecies,accepted,,,Platysaurus intermedius wilhelmi,,Farm Roodewal,,,,,DD:23 MM:09 YYYY:1981,1981-09-23,1981,09,23,NHG Jacobsen,
0cc8ff0d-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,69298,,05/12/1990_Coffee Bay,"Haacke, K.O.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Afroedura,pondolia,,"Afroedura pondolia (Hewitt, 1925)","(Hewitt, 1925)",species,accepted,,,Afroedura pondolia,"31° 58' S 29° 9' E",Coffee Bay,-31.9666666666,29.1500000000,administrator,Unchecked,DD:05 MM:12 YYYY:1990,1990-12-05,1990,12,05,KO HAACKE,
b5cd2ddc-cd6d-4f74-b033-25a24ef14a62,PreservedSpecimen,2018-10-03T09:48:36.000Z,Ditsong,Herpetology,30912,,,"Haacke, W.D.",,individuals,Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pipidae,Xenopus,,Xenopus laevis,Xenopus laevis petersii,,subspecies,accepted,,,Xenopus laevis petersii,,"Sepopa, On Okawango River, Ngamiland, Botswana",,,,,Year: 1965; Month: 04; Day: 15,1965-04-15,1965,04,15,,
09fb707e-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,49917,,13/03/1970_Paquetta Island,"Bruton, M.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,mabouia,,"Hemidactylus mabouia (Moreau De Jonnès, 1818)","(Moreau De Jonnès, 1818)",species,accepted,,,Hemidactylus mabouia,,Paquetta Island,,,,,DD:13 MM:03 YYYY:1970,1970-03-13,1970,03,13,M Bruton,
09bee45a-02ac-11e3-a7bd-3c2505ab4b76,PreservedSpecimen,,Ditsong,Herpetology,44687,,"23/10/1973_Kruger Nat Park, Machayi Pan","Carruthers, V. | Passmore, N.",1,individuals,1 Ethanol (70%),Animalia,Chordata,Amphibia,Anura,Pyxicephalidae,Tomopterna,krugerensis,,"Tomopterna krugerensis Passmore & Carruthers, 1975","Passmore & Carruthers, 1975",species,accepted,"paratype of Tomopterna krugerensis Passmore & Carruthers, 1975",,Tomopterna krugerensis,,"Kruger Nat Park, Machayi Pan",,,,,DD:23 MM:10 YYYY:1973,1973-10-23,1973,10,23,"Passmore, Carruthers",
