taxonid,fullname,currentAuthor,suggestedAuthor,source
5152,Rissoina shepstonensis,"E.A. Smith, 1906","E. A. Smith, 1906",Catalogue of Life
5154,Rissoina variegata,"G.F. Angas, 1867","Angas, 1867",Catalogue of Life
5156,Rumina decollata,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
5158,Saccostrea cucullata,"(I. von Born, 1778)",[sic],Catalogue of Life
5159,Salinator solida,"E.C. Von Martens, 1878","(Martens, 1878)",Catalogue of Life
5163,Satsuma myomphala,"E.C. Von Martens, 1865","(Martens, 1865)",Catalogue of Life
5165,Swainsonia newcombii,"(W.H. Pease, 1869)","(Pease, 1869)",Catalogue of Life
5166,Scalptia crossei,"(C.G. Semper, 1861)","(J. O. Semper, 1861)",Catalogue of Life
5167,Scalptia foveolata,"(G.B. II Sowerby, 1849)","(G. B. Sowerby II, 1849)",Catalogue of Life
5168,Scaphella junonia,"(J.B.P.A. Lamarck, 1804)","(Lamarck, 1804)",Catalogue of Life
5169,Schwartziella leucophanes,"(J.R. le B. Tomlin, 1931)","(Tomlin, 1931)",Catalogue of Life
5170,Scissodesma spengleri,"(C. Linnaeus, 1767)","(Linnaeus, 1767)",Catalogue of Life
5171,Scissurella jucunda,"E.A. Smith, 1890","E. A. Smith, 1890",Catalogue of Life
5172,Scutellastra aphanes,"(G.C. Robson, 1986)","(Robson, 1986)",Catalogue of Life
5173,Scutellastra argenvillei,"(Krauss, 1848)","(Krauss, 1848)",Catalogue of Life
5174,Scutellastra barbara,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5175,Scutellastra cochlear,"(Born, 1778)","(Born, 1778)",Catalogue of Life
5176,Scutellastra granularis,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5177,Scutellastra longicosta,"(J.B.P.A. Lamarck, 1819)","(Lamarck, 1819)",Catalogue of Life
5180,Scutellastra obtecta,"(C.F.F. von Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
5182,Scutellastra tabularis,"(Krauss, 1848)","(F. Krauss, 1848)",Catalogue of Life
5183,Scutus anatinus,"(E. Donovan, 1820)","(Donovan, 1820)",Catalogue of Life
5184,Scutus antipodes,"Monfort, 1810","Montfort, 1810",Catalogue of Life
5185,Scutus breviculus,"(H.M.D. de Blainville, 1817)","(Blainville, 1817)",Catalogue of Life
5186,Scutus granulatus,"H.M.D. de Blainville, 1817","(Blainville, 1819)",Catalogue of Life
5187,Scutus olunguis,"T. Iredale, 1940","Iredale, 1940",Catalogue of Life
5188,Scutus unguis,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
5190,Searlesia dira,"L.A. Reeve, 1846","(Reeve, 1846)",Catalogue of Life
5191,Seila africana,"P. Bartsch, 1915","Bartsch, 1915",Catalogue of Life
5192,Seila alfredensis,"P. Bartsch, 1915","Bartsch, 1915",Catalogue of Life
5193,Seila lirata,"G.B. III Sowerby, 1897","(G. B. Sowerby III, 1897)",Catalogue of Life
5196,Semele bellastriata,"Conrad, 1837","(Conrad, 1837)",Catalogue of Life
5197,Semele cordiformis,"(H.S. Holton, 1802)","(Holten, 1802)",Catalogue of Life
5198,Semele proficua,"Pulteney, 1799","(Pulteney, 1799)",Catalogue of Life
5199,Semiricinula tissoti,"(S.A.A. Petit De La Saussaye, 1852)","(Petit de la Saussaye, 1852)",Catalogue of Life
5200,Sepia officinalis,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5201,Sepia tuberculata,"J.B.P.A. Lamarck, 1798","Lamarck, 1798",Catalogue of Life
5202,Sepiella cyanea,"C.W. Robson, 1924","Robson, 1924",Catalogue of Life
5203,Septifer bilocularis,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5204,Septifer excisus,"Weigmann, 1837","(Wiegmann, 1837)",Catalogue of Life
5207,Sheldonella lateralis,"L.A. Reeve, 1844","(Reeve, 1844)",Catalogue of Life
5209,Kerkophorus ampliatus,"(M & P, 1899)","(Melvill & Ponsonby, 1899)",Catalogue of Life
5211,Kerkophorus bicolor,"Godwin-Austin, 1914","Godwin-Austen, 1914",Catalogue of Life
5213,Kerkophorus cingulatus,"(M & P, 1890)","(Melvill & Ponsonby, 1890)",Catalogue of Life
5214,Kerkophorus corneus,"(Pfeiffer, 1846)","(L. Pfeiffer, 1846)",Catalogue of Life
5215,Sheldonia cotyledonis,"W.H. Benson, 1850","(Benson, 1850)",Catalogue of Life
5219,Sheldonia hudsoniae,"(Benson, 1864)","(Benson, 1864)",Catalogue of Life
5227,Kerkophorus perlevis,"(Preston, 1912)","(Preston, 1912)",Catalogue of Life
5229,Kerkophorus poeppigii,"(Pfeiffer, 1846)","(L. Pfeiffer, 1846)",Catalogue of Life
5230,Kerkophorus puzeyi,"Connolly, 1939","(Connolly, 1939)",Catalogue of Life
5231,Kerkophorus russofulgens,"(M & P, 1909)","(Melvill & Ponsonby, 1909)",Catalogue of Life
5234,Kerkophorus vitalis,"(M & P, 1908)","(Melvill & Ponsonby, 1908)",Catalogue of Life
5236,Kerkophorus zonamydrus,"(M & P, 1890)","(Melvill & Ponsonby, 1890)",Catalogue of Life
5237,Sigapatella calyptraeformis,"(J.B.P.A. Lamarck, 1822)","(Lamarck, 1822)",Catalogue of Life
5238,Sigapatella novaezelandiae,"(R.P. Lesson, 1831)","(Lesson, 1831)",Catalogue of Life
5239,Siliqua costata,"(T. Say, 1822)","(Say, 1822)",Catalogue of Life
5240,Siliqua patula,"Dixon, 1789","(Dixon, 1789)",Catalogue of Life
5247,Sinum concavum,"Lamarck, 1822","(Lamarck, 1822)",Catalogue of Life
5248,Sinum delesserti,"(C.A. Récluz in J.C. Chenu, 1843)","(Récluz in Chenu, 1843)",MCZbase
5249,Sinum javanicum,"(J.E. Gray, 1834)","(Gray, 1834)",Catalogue of Life
5250,Sinum perspectivum,"Say, 1831","(Say, 1831)",Catalogue of Life
5251,Sinum planatum,"C.A. Récluz, 1843",,
5252,Sinum planulatum,"(C.A. Récluz, 1843)","(Récluz, 1843)",Catalogue of Life
5253,Sinum zonale,"(J.R.C. Quoy & J.P. Gaimard, 1832)","(Quoy & Gaimard, 1832)",Catalogue of Life
5254,Siphonalia cassidariaeformis,"(L.A. Reeve, 1846)","(Reeve, 1846)",Catalogue of Life
5255,Siphonalia fusoides,"(L.A. Reeve, 1846)","(Reeve, 1846)",Catalogue of Life
5257,Siphonalia modificata,"(L.A. Reeve, 1846)","(Reeve, 1846)",Catalogue of Life
5258,Siphonalia pallida,"W.J. Broderip & G.B. I Sowerby, 1829","(Broderip & G. B. Sowerby, 1829)",Catalogue of Life
5260,Siphonalia spadicea,"(L.A. Reeve, 1847)","(Reeve, 1847)",Catalogue of Life
5262,Siphonaria anneae,"J.R. le B. Tomlin, 1944","Tomlin, 1944",Catalogue of Life
5263,Siphonaria baconi,"L.A. Reeve, 1856","Reeve, 1856",Catalogue of Life
5264,Siphonaria bifurcata,"L.A. Reeve, 1856","Reeve, 1856",Catalogue of Life
5265,Siphonaria capensis,"J.R.C. Quoy & J.P. Gaimard, 1833","Quoy & Gaimard, 1833",Catalogue of Life
5266,Siphonaria compressa,"B.R. Allanson, 1958","Allanson, 1958",Catalogue of Life
5267,Siphonaria concinna,"G.B. I Sowerby, 1823","G. B. Sowerby I, 1823",Catalogue of Life
5268,Siphonaria cookiana,"H.H. Suter, 1909","Suter, 1909",Catalogue of Life
5270,Siphonaria diemenensis,"J.R.C. Quoy & J.P. Gaimard, 1833","Quoy & Gaimard, 1833",Catalogue of Life
5271,Siphonaria gigas,"G.B. I Sowerby, 1825","G. B. Sowerby I, 1825",Catalogue of Life
5272,Siphonaria lessonii,"H.M.D. de Blainville, 1827","Blainville, 1827",Catalogue of Life
5273,Siphonaria lineolata,"D'Orbigny, 1841","G. B. Sowerby I, 1835",Catalogue of Life
5274,Siphonaria nigerrima,"E.A. Smith, 1903","E. A. Smith, 1903",Catalogue of Life
5275,Siphonaria normalis,"A.A. Gould, 1846","A. Gould, 1846",Catalogue of Life
5276,Siphonaria oculus,"C.F.F. von Krauss, 1848","F. Krauss, 1848",Catalogue of Life
5277,Siphonaria pectinata,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5278,Siphonaria serrata,"(G. Fischer von Waldheim, 1807)","(Fischer von Waldheim, 1807)",Catalogue of Life
5279,Siphonaria sipho,"G.B. I Sowerby, 1823","G. B. Sowerby I, 1823",Catalogue of Life
5280,Siphonaria sirius,"H.A. Pilsbry, 1894","Pilsbry, 1894",Catalogue of Life
5281,Siphonaria tenuicostulata,"E.A. Smith, 1903","E. A. Smith, 1903",Catalogue of Life
5282,Siphonaria zelandica,"J.R.C. Quoy & J.P. Gaimard, 1833","Quoy & Gaimard, 1833",Catalogue of Life
5285,Smaragdia souverbiana,"(R.P. Montrouzier, 1863)","(Montrouzier in Souverbie & Montrouzier, 1863)",Catalogue of Life
5286,Smaragdia viridis,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5287,Smaragdinella calyculata,"(W.J. Broderip & G.B. I Sowerby, 1829)","(Broderip & G. B. Sowerby I, 1829)",Catalogue of Life
5290,Solariella meyeri,"R.N. Kilburn, 1973","Solariella (Microgaza) meyeri Kilburn, 1973",Catalogue of Life
5291,Solariella obscura,"(J.P.Y. Couthouy, 1838)","(Couthouy, 1838)",Catalogue of Life
5292,Solariella undata,"G.B. II Sowerby, 1870","G. B. Sowerby II, 1870",Catalogue of Life
5294,Solemya africana,"E.C. Von Martens, 1880","E. von Martens, 1879",Catalogue of Life
5295,Solemya australis,"J.B.P.A. Lamarck, 1818","Lamarck, 1818",Catalogue of Life
5297,Solen capensis,"P. Fischer, 1881","P. Fischer, 1881",Catalogue of Life
5298,Solen correctus,"T. Iredale, 1924","Iredale, 1924",Catalogue of Life
5299,Solen cylindraceus,"S.C.T. Hanley, 1843","Hanley, 1843",Catalogue of Life
5300,Solen gordonis,"M. Yokoyama, 1920","Yokoyama, 1920",Catalogue of Life
5301,Solen gouldi,"T.A. Conrad, 1868","Conrad, 1868",Catalogue of Life
5302,Solen grandis,"R.W. Dunker, 1862","Dunker, 1862",Catalogue of Life
5303,Solen marginatus,"F.C.L. Koch, 1843","Pulteney, 1799",Catalogue of Life
5304,Solen rosaceus,"P.P. Carpenter, 1864","Carpenter, 1864",Catalogue of Life
5305,Solen rudis,"G.B. Sowerby, 1874","C. B. Adams, 1852",Catalogue of Life
5306,Solen vagina,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5307,Solen vaginoides,"Lamarck, 1822","Lamarck, 1818",Catalogue of Life
5308,Solenosteira capitanea,"S.S. Berry, 1957","(Berry, 1957)",Catalogue of Life
5309,Soletellina biradiata,†,"(Wood, 1815)",Catalogue of Life
5314,Soletellina siliqua,"L.A. Reeve, 1857","Reeve, 1857",Catalogue of Life
5316,Spekia zonata,"(S. Woodward, 1859)","(Woodward, 1859)",Catalogue of Life
5320,Spirula spirula,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5323,Spisula solida,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5324,Spisula solidissima,"(L.W. Dillwyn, 1817)","(Dillwyn, 1817)",Catalogue of Life
5325,Spisula subtruncata,"da Costa, 1778","(da Costa, 1778)",Catalogue of Life
5326,Spondylus americanus,"K. Schreibers, 1793","Hermann, 1781",Catalogue of Life
5327,Spondylus anacanthus,"J. Mawe, 1823","Mawe, 1823",Catalogue of Life
5328,Spondylus barbatus,"L.A. Reeve, 1856","Reeve, 1856",Catalogue of Life
5329,Spondylus coccineus,"J.B.P.A. Lamarck, 1819","Lamarck, 1819",Catalogue of Life
5330,Spondylus ducalis,"P.F. Röding, 1798","Röding, 1798",Catalogue of Life
5331,Spondylus hystrix,"P.F. Röding, 1798","Röding, 1798",Catalogue of Life
5332,Spondylus nicobaricus,"K. Schreibers, 1793","Schreibers, 1793",Catalogue of Life
5333,Spondylus princeps,"W.J. Broderip, 1833","Broderip, 1833",Catalogue of Life
5334,Spondylus spectrum,"Reeve, 1856","Reeve, 1856",Catalogue of Life
5335,Spondylus tenellus,"L.A. Reeve, 1856","Reeve, 1856",Catalogue of Life
5336,Spondylus wrightianus,"J.C.H. Crosse, 1872","Crosse, 1872",Catalogue of Life
5338,Stagnicola palustris,"(O.F. Müller, 1774)","(O. F. Müller, 1774)",Catalogue of Life
5340,Stellaria solaris,"(C. Linnaeus, 1764)","(Linnaeus, 1764)",Catalogue of Life
5343,Stomatella imbricata,"J.B.P.A. Lamarck, 1816","Lamarck, 1816",Catalogue of Life
5344,Stomatella varia,"Adams, 1850","(A. Adams, 1850)",Catalogue of Life
5345,Stomatia phymotis,"Helbling, 1779","Helbling, 1779",Catalogue of Life
5346,Stomatolina rufescens,"(J.E. Gray, 1847)","(Gray, 1847)",Catalogue of Life
5347,Stosicia annulata,"(R.W. Dunker, 1859)","(Dunker, 1860)",Catalogue of Life
5349,Striatoguraleus thetis,"(E.A. Smith, 1904)","(E. A. Smith, 1904)",Catalogue of Life
5356,Strigilla carnaria,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5357,Striostrea margaritacea,"Lamarck, 1819","(Lamarck, 1819)",Catalogue of Life
5358,Strombina fusinoidea,"W.H. Dall, 1916","Dall, 1916",Catalogue of Life
5359,Strombus alatus,"Gmelin, 1792","Gmelin, 1791",Catalogue of Life
5360,Strombus aurisdianae,"(C. Linnaeus, 1758)","Strombus (Euprotomus) aurisdianae Linnaeus, 1758",Catalogue of Life
5362,Strombus bulla,"P.F. Röding, 1798","Strombus (Euprotomus) bulla (Röding, 1798)",Catalogue of Life
5363,Strombus campbelli,"E. Griffith & E. Pidgeon, 1834",,
5365,Strombus costatus,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
5366,Strombus decorus,"P.F. Röding, 1798","(Röding, 1798)",Catalogue of Life
5367,Strombus dentatus,"(C. Linnaeus, 1758)","Linnaeus, 1758",Catalogue of Life
5370,Strombus fasciatus,"J.F. Gmelin, 1791","Born, 1778",Catalogue of Life
5371,Strombus fragilis,"Moore, 1863","Strombus (Canarium) fragilis (Röding, 1798)",Catalogue of Life
5373,Strombus gallus,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5375,Strombus gigas,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5376,Strombus gracilior,"Sowerby, 1825","G. B. Sowerby I, 1825",Catalogue of Life
5379,Strombus latus,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
5380,Strombus lentiginosus,"C. Linnaeus, 1758","Strombus (Lentigo) lentiginosus Linnaeus, 1758",Catalogue of Life
5382,Strombus maculatus,"G.B. I Sowerby, 1842","G. B. Sowerby II, 1842",Catalogue of Life
5383,Strombus marginatus,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5387,Strombus pipus,"P.F. Röding, 1798","Röding, 1798",Catalogue of Life
5388,Strombus plicatus,"P.F. Röding, 1798","Lamarck, 1816",Catalogue of Life
5389,Strombus pugilis,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5390,Strombus raninus,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
5391,Strombus sinuatus,"J. Lightfoot, 1786","Perry, 1811",Catalogue of Life
5394,Strombus variabilis,"W.J. Swainson, 1820","Strombus (Dolomena) variabilis Swainson, 1820",WoRMS
5395,Strombus vittatus,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5396,Strombus wilsoni,"R.T. Abbott, 1967","Strombus (Canarium) wilsoni Abbott, 1967",Catalogue of Life
5398,Strophitus undulatus,"T. Say, 1817","(Say, 1817)",Catalogue of Life
5399,Strophocheilus oblongus,"O.F. Müller, 1774","Strophocheilus (Borus) oblongus (O. F. Müller, 1774)",Catalogue of Life
5400,Struthiolaria papulosa,"(T. Martyn, 1784)","(Martyn, 1784)",Catalogue of Life
5401,Tylospira scutulata,"Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
5402,Pelicaria vermis,"T. Martyn, 1784","(Martyn, 1784)",Catalogue of Life
5404,Subulina vitrea,(A. Mousson),"(Mousson, 1888)",Catalogue of Life
5406,Succinea luteola,"A.A. Gould, 1848","A. Gould, 1848",Catalogue of Life
5407,Succinea ovalis,"T. Say, 1817","Say, 1817",Catalogue of Life
5409,Succinea striata,"C.F.F. von Krauss, 1848","F. Krauss, 1848",Catalogue of Life
5411,Sunetta menstrualis,"L.A. Reeve, 1864","(Menke, 1843)",Catalogue of Life
5412,Sunetta ovalis,"G.B. III Sowerby, 1892","K. Martin, 1879",Catalogue of Life
5414,Swainsonia casta,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
5416,Syrnola capensis,"G.B. III Sowerby, 1892","G. B. Sowerby III, 1892",Catalogue of Life
5417,Syrnola tincta,"G.F. Angas, 1871","Angas, 1871",Catalogue of Life
5418,Tagelus divisus,"(L. Spengler, 1794)","(Spengler, 1794)",Catalogue of Life
5419,Tagelus plebeius,"(Lightfoot, 1786)","( [Lightfoot] , 1786)",Catalogue of Life
5420,Talochlamys zelandiae,"(J.E. Gray, 1843)","(Gray, 1843)",Catalogue of Life
5421,Tambja capensis,"(L.S.R. Bergh, 1907)","(Bergh, 1907)",Catalogue of Life
5422,Tanea euzona,"(C.A. Récluz, 1844)","(Récluz, 1844)",Catalogue of Life
5423,Tanea hilaris,"(G.B. III Sowerby, 1914)","(G. B. Sowerby, III, 1914)",Catalogue of Life
5424,Tanganyicia rufofilosa,"E.A. Smith, 1880","(E. A. Smith, 1880)",Catalogue of Life
5425,Tapes decussatus,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
5426,Tapes deshayesii,"S.C.T. Hanley, 1844","(Hanley, 1844)",Catalogue of Life
5429,Tapes sulcarius,"(J.B.P.A. Lamarck, 1818)","(Lamarck, 1818)",Catalogue of Life
5431,Tapes watlingi,"T. Iredale, 1958","Iredale, 1958",Catalogue of Life
5433,Tawera spissa,"(G.P. Deshayes, 1835)","(Deshayes, 1835)",Catalogue of Life
5434,Tectarius bullatus,"T. Martyn, 1784","(Martyn, 1784)",Catalogue of Life
5435,Tectarius coronaria,"J.B.P.A. Lamarck, 1816",Lam,MCZbase
5436,Tectarius grandinatus,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
5438,Tectus mauritianus,"Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
5439,Tectus pyramis,"(I. von Born, 1778)","(Born, 1778)",Catalogue of Life
5440,Tectus virgatus,"(J.F. Gmelin, 1791)","(Gmelin, 1791)",Catalogue of Life
5441,Tegula atra,"(R.P. Lesson, 1830)","(Lesson, 1830)",Catalogue of Life
5442,Tegula aureotincta,"(E. Forbes, 1850)","(Forbes, 1852)",Catalogue of Life
5443,Tegula brunnea,"(R.A. Philippi, 1849)","(Philippi, 1849)",Catalogue of Life
5444,Tegula excavata,"(J.B.P.A. Lamarck, 1822)","(Lamarck, 1822)",Catalogue of Life
5445,Tegula fasciata,"(I. von Born, 1778)","(Born, 1778)",Catalogue of Life
5446,Tegula funebralis,"(A. Adams, 1855)","(A. Adams, 1855)",Catalogue of Life
5447,Tegula gallina,"(E. Forbes, 1850)","(Forbes, 1852)",Catalogue of Life
5448,Tegula ligulata,"K.T. Menke, 1850","(Menke, 1850)",Catalogue of Life
5451,Tegula patagonica,"(D'Orbigny, 1835)","(d'Orbigny, 1835)",Catalogue of Life
5452,Tegula pellisserpentis,"Wood, 1828","(Wood, 1828)",Catalogue of Life
5453,Tegula pfeifferi,"(R.A. Philippi, 1846)","(Philippi, 1846)",Catalogue of Life
5454,Tegula rugosa,"(A. Adams, 1851)","(A. Adams, 1853)",Catalogue of Life
5455,Tegula viridula,"Gmelin, 1791","(Gmelin, 1791)",Catalogue of Life
5456,Tegula xanthostigma,"A. Adams, 1853","(A. Adams, 1853)",Catalogue of Life
5459,Telescopium telescopium,"Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
5460,Tellidora cristata,"Récluz, 1842","(Récluz, 1842)",Catalogue of Life
5461,Tellina albinella,"J.B.P.A. Lamarck, 1818","Lamarck, 1818",Catalogue of Life
5462,Tellina alfredensis,"P. Bartsch, 1915","Bartsch, 1915",Catalogue of Life
5463,Tellina alternata,"Say, 1822","Say, 1822",Catalogue of Life
5464,Tellina analogica,"G.B. III Sowerby, 1904","Tellina (Moerella) analogica G. B. Sowerby III, 1904",Catalogue of Life
5466,Tellina canonica,"A.E. Salisbury, 1934","A. E. Salisbury, 1934",Catalogue of Life
5467,Tellina capsoides,"Lamarck, 1818","Lamarck, 1818",Catalogue of Life
5468,Tellina carpenteri,"W.H. Dall, 1900","Tellina (Moerella) carpenteri Dall, 1900",Catalogue of Life
5469,Tellina charlottae,"E.A. Smith, 1885","E. A. Smith, 1885",Catalogue of Life
5471,Tellina donacina,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5472,Tellina elizabethae,"H.A. Pilsbry, 1918","Pilsbry, 1918",Catalogue of Life
5473,Tellina fabula,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
5474,Tellina gaimardi,"T. Iredale, 1915","Tellina (Peronidia) gaimardi Iredale, 1915",Catalogue of Life
5475,Tellina gilchristi,"G.B. III Sowerby, 1904","G. B. Sowerby III, 1904",WoRMS
5476,Tellina huttoni,"E.A. Smith, 1885","E. A. Smith, 1885",Catalogue of Life
5477,Tellina incarnata,"S.C.T. Hanley, 1844","Tellina (Laciolina) incarnata Linnaeus, 1758",Catalogue of Life
5478,Tellina lineata,"W. Turton, 1819","W. Turton, 1819",Catalogue of Life
5479,Tellina linguafelis,"C. Linnaeus, 1758","Linnaeus, 1758",Catalogue of Life
5481,Tellina ludwigii,"C.F.F. von Krauss, 1848","Krauss, 1848",Catalogue of Life
5482,Tellina madagascariensis,"Gmelin, 1791","Tellina (Peronaea) madagascariensis Gmelin, 1791",Catalogue of Life
5483,Tellina magna,"L. Spengler, 1798","Spengler, 1798",Catalogue of Life
5484,Tellina natalensis,"R.A. Philippi, 1846","Krauss in Philippi, 1846",Catalogue of Life
5485,Tellina palatam,"Iredale, 1929 †","Tellina (Quidnipagus) palatam (Iredale, 1929)",Catalogue of Life
5486,Tellina palatum,"T. Iredale, 1929",[sic],Catalogue of Life
5488,Tellina philippii,"H.E. Anton, 1844","Tellina (Tellinella) philippii Philippi, 1844",Catalogue of Life
5489,Tellina ponsonbyi,"G.B. III Sowerby, 1889","G. B. Sowerby III, 1890",Catalogue of Life
5490,Tellina radiata,"G.P. Deshayes, 1855","Linnaeus, 1758",Catalogue of Life
5491,Tellina rastellum,"S.C.T. Hanley, 1844","Tellina (Tellinella) rastellum Hanley, 1844",Catalogue of Life
5492,Tellina rousi,"G.B. III Sowerby, 1892","G. B. Sowerby III, 1892",Catalogue of Life
5493,Tellina rufescens,"L.W. Dillwyn, 1817","Dillwyn, 1817",Catalogue of Life
5494,Tellina rugosa,"J.B.P.A. Lamarck, 1801","Born, 1778",Catalogue of Life
5496,Tellina spenceri,"H.H. Suter, 1907","Suter, 1907",Catalogue of Life
5497,Tellina subelliptica,"G.B. II Sowerby, 1867","G. B. Sowerby II, 1867",Catalogue of Life
5499,Tellina tenera,"Leach, 1819","Say, 1822",Catalogue of Life
5500,Tellina tenuis,"E.M. Da Costa, 1778","da Costa, 1778",Catalogue of Life
5501,Tellina triangularis,"P.F. Röding, 1798","Röding, 1798",Catalogue of Life
5502,Tellina trilatera,"J.F. Gmelin, 1791","Gmelin, 1791",Catalogue of Life
5504,Tellina vestalioides,"M. Yokoyama, 1920","Yokoyama, 1920",Catalogue of Life
5505,Tellina victoriae,"J.H. Gatliff & C.J. Gabriel, 1914","Gatliff & Gabriel, 1914",Catalogue of Life
5506,Tellina virgata,"C. Linnaeus, 1758","Tellina (Tellinella) virgata Linnaeus, 1758",Catalogue of Life
5507,Tellina vulsella,"S.C.T. Hanley, 1846","Hanley, 1846",Catalogue of Life
5508,Tellina yemenensis,"J.C. Melvill, 1898","Melvill, 1898",Catalogue of Life
5509,Tenagodus wilmanae,"(J.R. le B. Tomlin, 1918)","(Tomlin, 1918)",Catalogue of Life
5510,Terebellum subulatum,"J.B.P.A. Lamarck, 1811","Lamarck, 1811",Catalogue of Life
5511,Terebellum terebellum,"(C. Linnaeus, 1758)","(Linnaeus, 1758)",Catalogue of Life
5512,Myurella affinis,"J.E. Gray, 1834","(Gray, 1834)",Catalogue of Life
5514,Cinguloterebra anilis,"P.F. Röding, 1798","(Röding, 1798)",Catalogue of Life
5515,Terebra argus,"R.B. Hinds, 1844","Hinds, 1844",Catalogue of Life
5516,Oxymeris areolata,Link,"(Link, 1807)",Catalogue of Life
5517,Terebra armillata,"R.B. Hinds, 1844","Hinds, 1844",Catalogue of Life
5518,Terebra babylonia,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
5520,Terebra brasiliensis,"(E.A. Smith, 1873)","(E. A. Smith, 1873)",Catalogue of Life
5522,Oxymeris cerithina,"J.B.P.A. Lamarck, 1822","(Lamarck, 1822)",Catalogue of Life
5523,Oxymeris chlorata,"J.B.P.A. Lamarck, 1822","(Lamarck, 1822)",Catalogue of Life
5524,Terebra cingulifera,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
5525,Terebra circinata,"G.P. Deshayes, 1857","Deshayes, 1857",Catalogue of Life
5526,Myurella columellaris,"R.B. Hinds, 1844","(Hinds, 1844)",Catalogue of Life
5527,Terebra concava,"(T. Say, 1826)","(Say, 1826)",Catalogue of Life
5528,Terebra corrugata,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",Catalogue of Life
5529,Oxymeris crenulata,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
5530,Oxymeris dimidiata,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
5533,Terebra dislocata,"(T. Say, 1822)","(Say, 1822)",Catalogue of Life
5535,Pristiterebra glauca,"R.B. Hinds, 1844","(Hinds, 1844)",Catalogue of Life
5536,Terebra gouldi,"G.P. Deshayes, 1857","Deshayes, 1857",Catalogue of Life
5537,Terebra guttata,"(P.F. Röding, 1798)","(Röding, 1798)",Catalogue of Life
5539,Hastula inconstans,"R.B. Hinds, 1844","(Hinds, 1844)",Catalogue of Life
5541,Terebra laevigata,"J.E. Gray, 1834","Gray, 1834",Catalogue of Life
5543,Terebra longiscata,"G.P. Deshayes, 1859","Deshayes, 1859",Catalogue of Life
5544,Oxymeris maculata,"C. Linnaeus, 1758","(Linnaeus, 1758)",Catalogue of Life
5546,Terebra monilis,"(J.R.C. Quoy & J.P. Gaimard, 1876)","Quoy & Gaimard, 1833",Catalogue of Life
5547,Terebra muscaria,"J.B.P.A. Lamarck, 1822","Lamarck, 1822",WoRMS
5548,Myurella nebulosa,"G.B. I Sowerby, 1825","(G. B. Sowerby I, 1825)",Catalogue of Life
5549,Myurella paucistriata,"E. A. Smith, 1873","E. A. Smith, 1873",Catalogue of Life
5552,Terebra protexta,"Conrad, 1845","(Conrad, 1846)",Catalogue of Life
5553,Terebra robusta,"R.B. Hinds, 1844","Hinds, 1844",Catalogue of Life
5554,Terebra rudis,"J.E. Gray, 1834","Gray, 1834",WoRMS
5555,Impages salleana,"G.P. Deshayes, 1859","(Deshayes, 1859)",Catalogue of Life
5556,Oxymeris senegalensis,"J.B.P.A. Lamarck, 1822","(Lamarck, 1822)",Catalogue of Life
5557,Terebra specillata,"R.B. Hinds, 1844","Hinds, 1844",Catalogue of Life
5558,Terebra straminea,"J.E. Gray, 1834","Gray, 1834",Catalogue of Life
