taxonid,fullname,Author
3835,Linga carnosa,"R.W. Dunker, 1858"
3836,Linga roscoeorum,"R.N. Kilburn, 1974"
3838,Lioconcha castrensis,"(C. Linnaeus, 1758)"
3839,Lioconcha ornata,"(L.W. Dillwyn, 1817)"
3840,Lioconcha sulcatina,"J.B.P.A. Lamarck, 1818"
3841,Liolophura japonica,"(C.E. Lischke, 1873)"
3846,Lippistes cornu,"(J.F. Gmelin, 1791)"
3848,Lischkeia alwinae,"(C.E. Lischke, 1871)"
3849,Lischkeia argenteonitens,"C.E. Lischke, 1872"
3851,Leiosolenus bisulcatus,"(d'Orbigny, 1853)"
3852,Lithophaga curta,"C.E. Lischke, 1874"
3853,Leiosolenus plumula,"(S.C.T. Hanley, 1843)"
3854,Litiopa melanostoma,"Rang, 1829"
3855,Litozamia brazieri,"(J.E. Tenison-Woods, 1876)"
3857,Littoraria glabrata,"R.A. Philippi, 1846"
3859,Littorina cincta,"A.A. Gould, 1847"
3862,Littorina knysnaensis,"R.A. Philippi, 1847"
3863,Littorina lineolata,"C. Linnaeus, 1758"
3864,Littorina littoralis,"C. Linnaeus, 1758"
3865,Littorina littorea,"(C. Linnaeus, 1758)"
3866,Littorina mespillum,"J.K. Megerle Von Mühlfeld, 1824"
3868,Littorina obtusata,"(C. Linnaeus, 1758)"
3869,Littorina peruviana,"J.B.P.A. Lamarck, 1822"
3870,Littorina picta,"R.A. Philippi, 1846"
3872,Littorina planaxis,"G.B. II Sowerby, 1844"
3874,Littorina saxatilis,"W.E. Leach, 1852"
3875,Littorina scabra,"C. Linnaeus, 1758"
3876,Littorina scutulata,"Gould, 1849"
3877,Littorina sitkana,"R.A. Philippi, 1846"
3880,Livonia mammilla,"(G.B. I Sowerby, 1844)"
3881,Longimactra elongata,"J.R.C. Quoy & J.P. Gaimard, 1835"
3882,Lopha cristagalli,"(Linnaeus, 1758)"
3883,Lophiotoma abbreviata,"(L.A. Reeve, 1843)"
3884,Lophiotoma acuta,"(G. Perry, 1811)"
3886,Lophiotoma indica,"(P.F. Röding, 1798)"
3887,Lophiotoma leucotropis,"(A. Adams & L.A. Reeve, 1850)"
3888,Lophiotoma polytropa,"(G.S. Helbling, 1779)"
3889,Loripes clausus,"(R.A. Philippi, 1848)"
3891,Lottia gigantea,"Gray in Sowerby I, 1834"
3892,Lovellona atramentosa,"(L.A. Reeve, 1849)"
3893,Lucapina suffusa,"(L.A. Reeve, 1850)"
3894,Lucina annulata,"L.A. Reeve, 1850"
3895,Lucina carnosa,"R.W. Dunker, 1858"
3899,Lucina pectinata,"P.P. Carpenter, 1857"
3902,Lucina rosea,"G.F. Angas, 1878"
3904,Lunatia heros,"(T. Say, 1822)"
3905,Lunatia lewisii,"A.A. Gould, 1847"
3906,Lunella cinerea,"(Born, 1778)"
3907,Lunella coronata,"J.F. Gmelin, 1791"
3909,Luria isabella,"(C. Linnaeus, 1758)"
3910,Lutraria capensis,"L.A. Reeve, 1854"
3911,Lutraria lutraria,"Linnaeus, 1767"
3912,Lutraria rhynchaena,"I.H. Jonas, 1844"
3915,Lymnaea natalensis,"C.F.F. von Krauss, 1848"
3916,Lymnaea palustris,"O.F. Müller, 1774"
3917,Lymnaea stagnalis,"(C. Linnaeus, 1758)"
3918,Lyncina lynx,"(C. Linnaeus, 1758)"
3919,Lyncina vitellus,"(C. Linnaeus, 1758)"
3920,Lyonsia hyalina,"Conrad, 1831"
3921,Lyria africana,"L.A. Reeve, 1856"
3922,Lyria delessertiana,"(S.A.A. Petit De La Saussaye, 1842)"
3923,Lyria mitraeformis,"(J.B.P.A. Lamarck, 1811) †"
3925,Macoma aurora,"S.C.T. Hanley, 1844"
3926,Macoma balthica,"(Linnaeus, 1758)"
3927,Macoma brevifrons,"(T. Say, 1834)"
3928,Macoma constricta,"Bruguière, 1792"
3931,Macoma dispar,"(T.A. Conrad, 1837)"
3933,Macoma litoralis,"(C.F.F. von Krauss, 1848)"
3934,Macoma nasuta,"(Conrad, 1837)"
3935,Macoma retrorsa,"(G.B. II Sowerby, 1867)"
3936,Macoma secta,"(T.A. Conrad, 1837)"
3940,Macron lividus,"(A. Adams, 1855)"
3941,Macroptychia africana,"(Melvill & Ponsonby, 1899)"
3943,Macroschisma africanum,"J.R. le B. Tomlin, 1932"
3944,Macroschisma bakiei,"GB Sowerby II, 1862"
3945,Macroschisma munitum,"(Iredale, 1940)"
3946,Macroschisma sinense,"A. Adams, 1855"
3948,Mactra adansonii,"R.A. Philippi, 1849"
3949,Mactra aequisulcata,"G.B. III Sowerby, 1894"
3950,Mactra australis,"Lamarck, 1818 †"
3951,Mactra corallina,"C. Linnaeus, 1758"
3954,Mactra eximia,"L.A. Reeve, 1854"
3955,Mactra fragilis,"Gmelin, 1792"
3956,Mactra glabrata,"J.F. Gmelin, 1791"
3957,Mactra ovalina,"Reeve, 1854"
3959,Mactra pura,"L.A. Reeve, 1854"
3960,Mactra rufescens,†
3961,Mactra semistriata,"L.A. Reeve, 1854"
3963,Mactra stultorum,"(C. Linnaeus, 1758)"
3964,Mactra sulcataria,"L.A. Reeve, 1854"
3965,Mactra thaanumi,"W.H. Dall, P. Bartsch & H.A. Rehder, 1938"
3967,Maculotriton bracteatus,"R.B. Hinds, 1844"
3968,Maculotriton serriale,"(G.P. Deshayes, 1834)"
3969,Magdalemitra gilesorum,"R.N. Kilburn, 1974"
3970,Maizania wahlbergi,"(W.H. Benson, 1852)"
3971,Makiyamaia gravis,"(R.B. Hinds, 1843)"
3972,Malea pomum,"(C. Linnaeus, 1758)"
3973,Malea ringens,"Swainson, 1822"
3974,Malleus albus,"J.B.P.A. Lamarck, 1819"
3975,Malleus malleus,"(C. Linnaeus, 1758)"
3976,Malleus meridianus,"B.C. Cotton, 1930"
3977,Malleus regula,"(P. Forsskål in C. Niebuhr, 1775)"
3978,Malluvium calcareum,"(H.H. Suter, 1909)"
3980,Mancinella alouina,"(P.F. Röding, 1798)"
3981,Mancinella echinulata,"J.B.P.A. Lamarck, 1822"
3984,Mancinella tuberosa,"P.F. Röding, 1798"
3985,Mangelia alfredi,"E.A. Smith, 1904"
3986,Mangelia amplexa,"A.A. Gould, 1860"
3987,Mangelia eucosmia,"P. Bartsch, 1915"
3988,Mangelia shepstonensis,"E.A. Smith, 1914"
3991,Maoricolpus roseus,"(J.R.C. Quoy & J.P. Gaimard, 1834)"
3992,Maoricrypta monoxyla,"(R.P. Lesson, 1831)"
3993,Maorimorpha sulcata,"(G.B. III Sowerby, 1892)"
3995,Margaritifera margaritifera,"(C. Linnaeus, 1758)"
3996,Marginella alfredensis,"P. Bartsch, 1915"
3997,Marginella algoensis,"E.A. Smith, 1901"
3998,Marginella amygdala,"L.C. Kiener, 1841"
3999,Marginella aphanospira,"J.R. le B. Tomlin, 1913"
4003,Marginella bairstowi,"G.B. III Sowerby, 1886"
4004,Marginella bensoni,"L.A. Reeve, 1865"
4008,Marginella cingulata,"L.W. Dillwyn, 1817"
4010,Marginella cosmia,"P. Bartsch, 1915"
4012,Marginella diadochus,"A. Adams & L.A. Reeve, 1850"
4013,Marginella differens,"E.A. Smith, 1904"
4015,Marginella electrina,"G.B. III Sowerby, 1892"
4016,Marginella fallax,"E.A. Smith, 1903"
4017,Marginella floccata,"G.B. III Sowerby, 1889"
4018,Marginella glabella,"Linnaeus, 1758"
4020,Marginella lineatolabrum,"J.S. Gaskoin, 1840"
4021,Marginella lineolata,"G.B. III Sowerby, 1886"
4022,Marginella lucida,"F.P. Marrat, 1877"
4023,Marginella lussii,"B. Hayes & V.G. Millard, 1995"
4024,Marginella lutea,"G.B. III Sowerby, 1889"
4026,Marginella mosaica,"G.B. II Sowerby, 1846"
4027,Marginella musica,"R.B. Hinds, 1844"
4028,Marginella nebulosa,"(P.F. Röding, 1798)"
4029,Marginella neglecta,"G.B. I Sowerby, 1846"
4030,Marginella ochracea,"G.F. Angas, 1871"
4031,Marginella ornata,"J.H. Redfield, 1870"
4032,Marginella pachista,"J.R. le B. Tomlin, 1913"
4033,Marginella piperata,"R.B. Hinds, 1844"
4034,Marginella pseustes,"E.A. Smith, 1904"
4035,Marginella punctilineata,"E.A. Smith, 1899"
4037,Marginella pygmaea,"A. Issel, 1869"
4038,Marginella rosea,"J.B.P.A. Lamarck, 1822"
4039,Marginella roseolineata,"W.H. Turton, 1932"
4040,Marginella serpentina,"F.P. Jousseaume, 1875"
4041,Marginella shepstonensis,"E.A. Smith, 1906"
4045,Marinula tristanensis,"M. Connolly, 1915"
4047,Martesia striata,"Linnaeus, 1758"
4048,Mauritia arabica,"(C. Linnaeus, 1758)"
4049,Mauritia histrio,"(J.F. Gmelin, 1791)"
4050,Maxwellia gemma,"(G.B. II Sowerby, 1879)"
4053,Medusafissurella dubia,"(L.A. Reeve, 1849)"
4060,Megapitaria aurantiaca,"Sowerby, 1831"
4061,Megapitaria squalida,"(G.B. I Sowerby, 1835)"
4062,Megathura crenulata,"(G.B. I Sowerby, 1825)"
4064,Melampus bidentatus,"T. Say, 1822"
4065,Melampus castaneus,"J.K. Megerle Von Mühlfeld, 1818"
4067,Melampus luteus,"(J.R.C. Quoy & J.P. Gaimard, 1832)"
4068,Melampus monile,"(J.G. Bruguière, 1789)"
4069,Melampus olivaceus,"P.P. Carpenter, 1857"
4070,Melampus parvulus,"L. Pfeiffer, 1856"
4071,Melanella algoensis,"E.A. Smith, 1901"
4072,Melanella cumingii,"(A. Adams, 1851)"
4074,Melanella farica,"P. Bartsch, 1915"
4075,Melanella martinii,"(A. Adams in G.B. II Sowerby, 1854)"
4079,Melania dactylus,"I. Lea & H.C. Lea, 1850"
4082,Melanoides tuberculata,"(O.F. Müller, 1774)"
4083,Melanopsis algerica,"P.M. Pallary, 1904"
4085,Melapium elatum,"(G.H. Schubert & J.A. Wagner, 1829)"
4086,Melapium lineatum,"(J.B.P.A. Lamarck, 1822)"
4088,Melibe rosea,"Rang, 1829"
4089,Melicerona felina,"Schilder & Schilder,1938"
4090,Melliteryx capensis,"(G.B. III Sowerby, 1889)"
4091,Melliteryx fortidentata,"(E.A. Smith, 1904)"
4092,Melliteryx mactroides,"(S.C.T. Hanley, 1857)"
4093,Melo amphora,"(J. Lightfoot, 1786)"
4094,Melo broderipii,"(J.E. Gray in E. Griffith & E. Pidgeon, 1833)"
4095,Melo umbilicatus,"W.J. Broderip in G.B. I Sowerby, 1826"
4096,Melongena bicolor,"T. Say, 1826"
4097,Melongena corona,"(Gmelin, 1791)"
4098,Melongena melongena,"G.B. I Sowerby, 1825"
4099,Melongena patula,"Broderip & Sowerby, 1829"
4100,Mercenaria campechiensis,"(J.F. Gmelin, 1791)"
4101,Mercenaria mercenaria,"(Linnaeus, 1758)"
4102,Meretrix lusoria,"(P.F. Röding, 1798)"
4103,Meretrix meretrix,"(C. Linnaeus, 1758)"
4104,Mesodesma donacium,"J.B.P.A. Lamarck, 1818"
4105,Mesodon mitchellianus,"H.C. Lea, 1839"
4107,Mesodon thyroidus,"T. Say, 1816"
4108,Metachatina kraussi,"(L.A. Reeve, 1842)"
4109,Metula amosi,"Vanatta, 1913"
4110,Karamarua boswellae,"(Kilburn, 1975)"
4111,Micrelenchus dilatatus,"G.B. III Sowerby, 1870"
4112,Micrelenchus huttonii,"E.A. Smith, 1876"
4113,Micrelenchus sanguineus,"J.E. Gray, 1843"
4114,Micrelenchus tenebrosus,"A. Adams, 1853"
4115,Micromelo guamensis,"(J.R.C. Quoy & J.P. Gaimard, 1825)"
4116,Micromelo undata,"J.G. Bruguière, 1792"
4119,Pseudominolia articulata,"A.A. Gould, 1861"
4120,Ilanga laevissima,"E.C. Von Martens, 1881"
4123,Mitra aerumnosa,"J.C. Melvill, 1888"
4124,Mitra amaura,"R.P.J. Hervier, 1897"
4125,Nebularia ambigua,"W.J. Swainson, 1829"
4126,Turriplicifer australis,"Swainson, 1821 †"
4127,Mitra belcheri,"R.B. Hinds, 1843"
4128,Mitra cardinalis,"P.F. Röding, 1798"
4129,Mitra chrysalis,"L.A. Reeve, 1844"
4130,Nebularia coffea,"G.H. Schubert & J.A. Wagner, 1829"
4131,Mitra cornicula,"A. Risso, 1826"
4132,Nebularia coronata,"J.B.P.A. Lamarck, 1811"
4133,Mitra cucumerina,"J.B.P.A. Lamarck, 1811"
4134,Vexillum exasperatum,"(Gmelin, 1791)"
4135,Mitra ferruginea,"J.B.P.A. Lamarck, 1811"
4136,Vexillum formosense,"(Sowerby III, 1889)"
4137,Mitra glabra,"W.J. Swainson, 1821"
4138,Mitra latruncularia,"L.A. Reeve, 1844"
4141,Nebularia luctuosa,"A. Adams, 1853"
4142,Mitra mitra,"C. Linnaeus, 1758"
4143,Mitra nodulosa,"Gmelin, 1791"
4146,Mitra papalis,"(C. Linnaeus, 1758)"
4148,Mitra pellisserpentis,"L.A. Reeve, 1844"
4149,Mitra picta,"F. Danilo & G.B. Sandri, 1856"
4150,Mitra pontificalis,"J.B.P.A. Lamarck, 1811"
4151,Subcancilla praestantissima,"P.F. Röding, 1798"
4152,Mitra punctostriata,"A. Adams, 1855"
4153,Vexillum rugosum,"(Gmelin, 1791)"
4154,Mitra sanguinolenta,"H.C. Küster, 1839"
4156,Vexillum taeniatum,"(Lamarck, 1811)"
4157,Mitra variabilis,"Reeve, 1844"
4159,Mitrella albuginosa,"(L.A. Reeve, 1859)"
4160,Mitrella apicata,"(E.A. Smith, 1899)"
4161,Mitrella argus,"D'Orbigny, 1842"
4163,Mitrella carinata,"R.B. Hinds, 1844"
4164,Mitrella floccata,"(L.A. Reeve, 1859)"
4165,Mitrella graevei,"R.N. Kilburn, 1977"
4166,Mitrella helena,"K.H.J. Thiele, 1925"
4169,Mitrella natalensis,"J.R. le B. Tomlin, 1926"
4170,Mitrella ocellata,"(J.F. Gmelin, 1791)"
4171,Mitrella pyramidalis,"G.B. III Sowerby, 1894"
4173,Mitromorpha hewitti,"(J.R. le B. Tomlin, 1921)"
4174,Mitromorpha kennellyi,"R.N. Kilburn, 1986"
4175,Mitromorpha striolata,"(W.H. Turton, 1932)"
4176,Mitromorpha volva,"G.B. III Sowerby, 1892"
4177,Modelia granosa,"(T. Martyn, 1784)"
4178,Modiola japonica,"L.A. Reeve, 1857"
4181,Modiolus americanus,"(W.E. Leach, 1815)"
4182,Amygdalum arborescens,"(Fischer von Wladheim, 1807)"
4183,Modiolus areolatus,"(A.A. Gould, 1850)"
4184,Modiolus auriculatus,"Krauss, 1848"
4185,Mytella guyanensis,"(Lamarck, 1819)"
4186,Modiolus modiolus,"(C. Linnaeus, 1758)"
4187,Modiolus philippinarum,"Hanley, 1844"
4190,Modulus modulus,"(C. Linnaeus, 1758)"
4191,Modulus tectum,"J.F. Gmelin, 1791"
4194,Monadenia fidelis,"J.E. Gray, 1834"
4195,Monadenia infumata,"(A.A. Gould, 1855)"
4196,Monadenia mormonum,"L. Pfeiffer, 1857"
4197,Monetaria annulus,"(Linnaeus, 1758)"
4198,Monetaria caputserpentis,(Linnaeus 1758)
4199,Monetaria moneta,"(Linnaeus, 1758)"
4202,Priotrochus obscurus,"W. Wood, 1828"
4206,Monodonta australis,"(J.B.P.A. Lamarck, 1822)"
4208,Monodonta labio,"H.A. Pilsbry, 1890"
4209,Monodonta lineata,"E.M. Da Costa, 1778"
4211,Monodonta neritoides,"(R.A. Philippi, 1849)"
4212,Monodonta obtusa,"L.W. Dillwyn, 1817"
4217,Morula anaxares,"(L.C. Kiener, 1836)"
4218,Morula aspera,"(J.B.P.A. Lamarck, 1816)"
4219,Morula biconica,"(H.M.D. de Blainville, 1832)"
4221,Morula granulata,"P.L. Duclos, 1832"
4223,Morula margariticola,"W.J. Broderip in W.J. Broderip & G.B. I Sowerby, 1833"
4225,Morula mutica,"(J.B.P.A. Lamarck, 1816)"
4227,Morula squamilirata,"E.A. Smith, 1903"
4228,Morula uva,"(P.F. Röding, 1798)"
4229,Morum oniscus,"(C. Linnaeus, 1767)"
4230,Morum praeclarum,"J.C. Melvill, 1919"
4231,Mulinia lateralis,"Say, 1822"
4233,Murex adustus,"J.B.P.A. Lamarck, 1822"
4234,Murex brandaris,"C. Linnaeus, 1758"
4235,Murex brevispina,"J.B.P.A. Lamarck, 1822"
4241,Murex florifer,"L.A. Reeve, 1846"
4244,Murex martinianus,"L. Pfeiffer, 1840"
4245,Murex maurus,"W.J. Broderip, 1833"
4247,Murex pomum,"Auct. non J.F. Gmelin, 1791"
4249,Murex ramosus,"(C. Linnaeus, 1758)"
4251,Murex recurvirostris,"(W.J. Broderip, 1833)"
4252,Murex spinosus,"A. Adams, 1853"
4253,Murex ternispina,"M.M. Schepman, 1911"
4255,Murex tribulus,"J.H. Chemnitz, 1793"
4258,Murex troscheli,"C.E. Lischke, 1868"
4261,Murexsul nothokieneri,"E.H. Vokes, 1978"
4268,Musculus cumingianus,"(L.A. Reeve, 1857)"
4269,Musculus cuneatus,"A.A. Gould, 1861"
4270,Musculus impactus,"(J. Hermann, 1782)"
4271,Mutela alata,"(I. Lea, 1864)"
4272,Mutela bourguignati,"J.R. Bourguignat, 1885"
4273,Mutela hargeri,"(E.A. Smith, 1908)"
4274,Mutela zambesiensis,"G. Mandahl-Barth, 1988"
4275,Mya arenaria,"J.S. Schröter, 1779"
4276,Myadora striata,"(J.R.C. Quoy & J.P. Gaimard, 1835)"
4277,Myosotella myosotis,"(J.P.R. Draparnaud, 1801)"
4279,Mysia undata,"(T. Pennant, 1777)"
4280,Mytilus achatinus,"J.B.P.A. Lamarck, 1819"
4281,Mytilus canaliculus,"W.H. Dall, 1876"
4282,Mytilus crenatus,"J.B.P.A. Lamarck, 1819"
4283,Mytilus edulis,"C. Linnaeus, 1758"
4284,Mytilus falcatus,"Goldfuss, 1837"
4285,Mytilus galloprovincialis,"J.B.P.A. Lamarck, 1819"
4286,Mytilus maorianus,"T. Iredale, 1915"
4288,Mytilus planulatus,"J.B.P.A. Lamarck, 1819"
4292,Nacella magellanica,"(J.F. Gmelin, 1791)"
4293,Nacella mytilina,"(G.S. Helbling, 1779)"
4296,Nassa desmoulioides,"G.B. III Sowerby, 1903"
4297,Nassa francolina,"(J.G. Bruguière, 1789)"
4298,Nassa sertum,"J.G. Bruguière, 1789"
4299,Nassaria gracilis,"G.B. III Sowerby, 1902"
4301,Nassarius albescens,"R.W. Dunker, 1846"
4303,Nassarius algidus,"(L.A. Reeve, 1853)"
4304,Nassarius ambiguus,R. Pulteney
4305,Nassarius analogicus,"G.B. III Sowerby, 1903"
4307,Nassarius bicallosus,"(E.A. Smith, 1876)"
4308,Nassarius caelatus,"Auct. non A. Adams, 1852"
4309,Nassarius callospira,"(A. Adams, 1852)"
4310,Nassarius canaliculatus,"J.B.P.A. Lamarck, 1822 †"
4312,Nassarius capensis,"(R.W. Dunker, 1846)"
4313,Nassarius castus,"Auct. non A.A. Gould, 1850"
4314,Nassarius clathratus,"(Born, 1778) †"
4315,Nassarius concinnus,"(W.L. Powys, 1835)"
4316,Nassarius conoidalis,"(G.P. Deshayes, 1832)"
4318,Nassarius coronatus,"(J.G. Bruguière, 1789)"
4319,Nassarius dentifer,"(W.L. Powys, 1835)"
4320,Nassarius desmoulioides,"(G.B. III Sowerby, 1903)"
4321,Nassarius dorsatus,"P.F. Röding, 1798"
4322,Nassarius fenestratus,"F.P. Marrat, 1877"
4323,Nassarius fenwicki,"R.N. Kilburn, 1972"
4325,Nassarius filosus,"(L.A. Reeve, 1853)"
4326,Nassarius formosus,"(W.H. Turton, 1932)"
4327,Nassarius fossatus,"(A.A. Gould, 1850)"
4328,Nassarius gaudiosus,"(R.B. Hinds, 1844)"
4329,Nassarius glans,"(C. Linnaeus, 1758)"
4332,Nassarius graniferus,"(L.C. Kiener, 1834)"
4333,Nassarius hirtus,"(L.C. Kiener, 1834)"
4334,Nassarius horridus,"R.W. Dunker, 1847"
4335,Nassarius incrassatus,"H. Strøm, 1768 †"
4337,Nassarius kochianus,"(R.W. Dunker, 1846)"
4338,Nassarius kraussianus,"(R.W. Dunker, 1846)"
4339,Nassarius livescens,"(R.A. Philippi, 1849)"
4341,Nassarius margaritifera,"R.W. Dunker, 1847"
4342,Nassarius mendicus,"(A.A. Gould, 1850)"
4344,Nassarius monilis,"L.C. Kiener, 1834"
4345,Nassarius muiri,"K.H. Barnard, 1959"
4346,Nassarius multipunctatus,"(M.M. Schepman, 1911)"
4348,Nassarius natalensis,"(E.A. Smith, 1903)"
4349,Nassarius obsoletus,"T. Say, 1822 †"
4350,Nassarius olivaceus,"Bruguiére, 1789"
4352,Nassarius pauperatus,"(J.B.P.A. Lamarck, 1822)"
4353,Nassarius perpinguis,"(R.B. Hinds, 1844)"
4354,Nassarius pictus,"R.W. Dunker, 1846"
4355,Nassarius plebejus,"(K.H.J. Thiele, 1925)"
4356,Nassarius plicatellus,"A. Adams, 1852"
4358,Nassarius pyramidalis,"(A. Adams, 1853)"
4359,Nassarius quantulus,"(A.A. Gould, 1860)"
4363,Nassarius signatus,"(R.W. Dunker, 1847)"
4364,Nassarius siquijorensis,"A. Adams, 1852 †"
4365,Nassarius speciosus,"(A. Adams, 1852)"
4366,Nassarius suturalis,"J.B.P.A. Lamarck, 1822"
4367,Nassarius taenius,"J.F. Gmelin, 1791"
4369,Nassarius thersites,"J.G. Bruguière, 1789"
4370,Nassarius tiarula,"(L.C. Kiener, 1841)"
4373,Nassarius vinctus,"(F.P. Marrat, 1877)"
4377,Nata erugata,"Herbert & Moussalli, 2016"
4379,Nata vernicosa,"(C.F.F. von Krauss, 1848)"
4381,Nata watsoni,"Herbert & Moussalli, 2016"
4382,Natalina beyrichi,"(E.C. Von Martens, 1890)"
4383,Natalina cafra,"(A.E.J. Férussac, 1821)"
4385,Natalina quekettiana,"(J.C. Melvill & J.H. Ponsonby, 1893)"
4386,Natalina wesseliana,"(W. Kobelt, 1876)"
4387,Natica alapapilionis,"J.H. Chemnitz, 1781 †"
4388,Natica canrena,"Linnaeus, 1758"
4390,Natica catenata,"Philippi, 1853"
4393,Natica forata,"L.A. Reeve, 1855"
4394,Natica fulminea,"J.B.P.A. Lamarck, 1822"
4395,Natica gallapagosa,"C.A. Récluz, 1844"
4396,Natica genuana,"L.A. Reeve, 1855"
4397,Natica gualteriana,"M. Couturier, 1907"
4398,Natica hebraea,"Auct. non T. Martyn, 1784"
4399,Natica intricata,"E. Donovan, 1804"
4401,Natica livida,"G.W. Nowell-Usticke, 1959"
4402,Natica maculata,"G.P. Deshayes, 1838"
4403,Natica manceli,"F.P. Jousseaume, 1874"
4404,Natica marochiensis,"J.R.C. Quoy & J.P. Gaimard, 1833"
4405,Natica millepunctata,"J.B.P.A. Lamarck, 1822"
4407,Natica onca,"P.F. Röding, 1798"
4409,Natica pusilla,"A.A. Gould, 1841"
4410,Natica queketti,"G.B. III Sowerby, 1894"
4412,Natica seychellium,"R.B. Watson, 1886"
4413,Natica simplex,"M.M. Schepman, 1909"
4414,Tectonatica tecta,"H.E. Anton, 1838"
4415,Natica vitellus,"(C. Linnaeus, 1758)"
4416,Natica zelandica,"J.R.C. Quoy & J.P. Gaimard, 1832"
4417,Naudedrillia praetermissa,"(E.A. Smith, 1904)"
4418,Nautilus pompilius,"C. Linnaeus, 1758"
4420,Neobuccinum eatoni,"(E.A. Smith, 1875)"
4421,Neocancilla clathrus,"(J.F. Gmelin, 1791)"
4422,Neocancilla granatina,"J.B.P.A. Lamarck, 1811"
4424,Neocancilla pretiosa,"(L.A. Reeve, 1844)"
4431,Neotrigonia bednalli,"Verco, 1907"
4432,Neotrigonia margaritacea,"W.T. Bednall, 1878"
4433,Neptunea antiqua,"(C. Linnaeus, 1758)"
4434,Buccipagoda bonaespei,"(Barnard, 1963)"
4435,Neptunea decemcostata,"T. Say, 1826"
4436,Neptunea lyrata,"(J.F. Gmelin, 1791)"
4437,Neptunea stilesi,"A.G. Smith, 1968"
4438,Neptunea tabulata,"(W. Baird, 1863)"
4439,Neptuneopsis gilchristi,"G.B. III Sowerby, 1898"
4440,Nerita albicilla,"C. Linnaeus, 1758"
4442,Nerita ascensionis,"J.F. Gmelin, 1791"
4443,Nerita aterrima,"J.F. Gmelin, 1791"
4444,Nerita atramentosa,"E.A. Smith, 1884"
4445,Nerita balteata,"Reeve, 1855"
4446,Nerita chamaeleon,"C. Linnaeus, 1758"
4447,Nerita costata,"J.F. Gmelin, 1791"
4448,Nerita fulgurans,"Gmelin, 1791"
4449,Nerita funiculata,"K.T. Menke, 1851"
4450,Nerita gemmulata,"L.A. Reeve, 1857"
4451,Nerita grossa,"C. Linnaeus, 1758"
4452,Nerita histrio,"C. Linnaeus, 1758"
4454,Nerita lineata,"Gmelin, 1791"
4455,Nerita peloronta,"Linnaeus, 1758"
4456,Nerita picea,"C.A. Récluz, 1841"
4457,Nerita plicata,"Linnaeus, 1758"
4458,Nerita polita,"C. Linnaeus, 1758"
4460,Nerita sanguinolenta,"K.T. Menke, 1829"
4461,Nerita scabricosta,"J.B.P.A. Lamarck, 1822"
4462,Nerita senegalensis,"Gmelin, 1791"
4463,Nerita signata,"J.B.P.A. Lamarck, 1822"
4464,Nerita tessellata,"Gmelin, 1791"
4465,Nerita textilis,"J.F. Gmelin, 1791"
4466,Nerita umlaasiana,"C.F.F. von Krauss, 1848"
4467,Nerita undata,"C. Linnaeus, 1758"
4468,Nerita versicolor,"J.F. Gmelin, 1791"
4470,Neritina chrysocolla,"(A.A. Gould, 1848)"
4471,Neritina communis,"(J.R.C. Quoy & J.P. Gaimard, 1832)"
4472,Neritina gagates,"J.B.P.A. Lamarck, 1822"
4473,Neritina granosa,"G.B. I Sowerby, 1825"
4475,Neritina natalensis,"L.A. Reeve, 1855"
4476,Neritina picta,"(Sacco, 1896) †"
4477,Neritina plumbea,"G.B. I Sowerby, 1849"
4478,Neritina pulligera,"(C. Linnaeus, 1767)"
4480,Neritina turrita,"J.F. Gmelin, 1791"
4481,Neritina vespertina,"T. Nuttall in J.C. Jay, 1839"
4482,Neritina violacea,"(J.F. Gmelin, 1791)"
4483,Neritina virginea,"(Linnaeus, 1758)"
4484,Neritina waigiensis,"(R.P. Lesson, 1831)"
4485,Neritina zebra,"(J.G. Bruguière, 1792)"
4486,Neritina ziczac,"(J.B.P.A. Lamarck, 1816)"
4487,Neritodryas cornea,"C. Linnaeus, 1758"
4488,Neritodryas dubia,"J.F. Gmelin, 1791"
4489,Neritopsis radula,"Linnaeus, 1758"
4490,Nesopupa farquhari,"H.A. Pilsbry, 1917"
4491,Nesopupa griqualandica,"(J.C. Melvill & J.H. Ponsonby, 1893)"
4492,Neverita didyma,"(P.F. Röding, 1798)"
4493,Nihonia australis,"(A.F.P.M. de Roissy, 1805)"
4495,Nodilittorina africana,"C.F.F. von Krauss in R.A. Philippi, 1847"
4496,Nodilittorina granularis,"J.E. Gray, 1839"
4497,Nodilittorina knysnaensis,"C.F.F. von Krauss in R.A. Philippi, 1847"
4498,Nodilittorina natalensis,"R.A. Philippi, 1847"
4499,Nodilittorina pyramidalis,"Quoy, 1834"
4501,Noetia lateralis,"L.A. Reeve, 1844"
4502,Noetia ponderosa,"T. Say, 1822"
4503,Norrisia norrisii,"(G.B. II Sowerby, 1838)"
4504,Northia northiae,"Gray in Griffith & Pidgeon, 1833"
4509,Atalacmea fragilis,"Sowerby I, 1823"
4510,Notoacmea helmsi,"E.A. Smith, 1894"
4511,Notoacmea pileopsis,"(Quoy & Gaimard, 1834)"
4513,Notobryon wardi,"N.H. Odhner, 1936"
4516,Notocypraea piperita,"(Gray, 1825)"
4517,Notocypraea verconis,"B.C. Cotton & F.C. Godfrey, 1932"
4520,Nquma rousi,"(G.B. III Sowerby, 1886)"
4522,Nucella dubia,"(C.F.F. von Krauss, 1848)"
4523,Nucella emarginata,"(G.P. Deshayes, 1839)"
