taxonid,fullname,Author
2235,Chaetopleura pertusa,"(L.A. Reeve, 1847)"
2236,Chaetopleura pomarium,"K.H. Barnard, 1963"
2237,Chama asperella,"J.B.P.A. Lamarck, 1819"
2238,Chama congregata,"Conrad, 1833"
2241,Chama gryphoides,"Linnaeus, 1758"
2243,Chama lazarus,"C. Linnaeus, 1758"
2244,Chama limbula,"J.B.P.A. Lamarck, 1819"
2245,Chama macerophylla,"Gmelin, 1791"
2246,Chama pellucida,"Broderip, 1835"
2249,Chamelea gallina,"(Linnaeus, 1758) †"
2250,Chamelea striatula,"E.M. Da Costa, 1778"
2252,Charitodoron agulhasensis,"(K.H.J. Thiele, 1925)"
2255,Charonia lampas,"(Linnaeus, 1758)"
2256,Charonia nodifera,"J.B.P.A. Lamarck, 1822"
2257,Charonia pustulata,"F.M. Euthyme, 1889"
2259,Charonia sauliae,"Reeve, 1844"
2260,Charonia tritonis,"Linnaeus, 1758"
2261,Charonia variegata,"(J.B.P.A. Lamarck, 1816)"
2263,Charopa bianca,"F.W. Hutton, 1883"
2264,Charopa coma,"J.E. Gray, 1843"
2266,Cheilea cicatricosa,"(L.A. Reeve, 1858)"
2267,Cheilea equestris,"(C. Linnaeus, 1758)"
2268,Chicoreus asianus,"J.T. Kuroda, 1942"
2269,Chicoreus austramosus,"E.H. Vokes, 1978"
2270,Chicoreus banksii,"(G.B. II Sowerby, 1841)"
2272,Chicoreus brunneus,"(J.H.F. Link, 1807)"
2273,Chicoreus damicornis,"(C. Hedley, 1903)"
2274,Chicoreus denudatus,"G. Perry, 1811"
2276,Chicoreus florifer,"Reeve, 1846"
2279,Chicoreus litos,"E.H. Vokes, 1978"
2280,Chicoreus maurus,"(W.J. Broderip, 1833)"
2282,Chicoreus pliciferoides,"(J.T. Kuroda, 1942)"
2283,Chicoreus pomum,"(J.F. Gmelin, 1791)"
2284,Chicoreus ramosus,"Linnaeus, 1758"
2286,Chicoreus senegalensis,"(J.F. Gmelin, 1791)"
2288,Chicoreus torrefactus,"(G.B. II Sowerby, 1841)"
2289,Chicoreus trivialis,"(A. Adams, 1854)"
2290,Chicoreus virgineus,"(P.F. Röding, 1798)"
2292,Chione californiensis,"(Broderip, 1835)"
2293,Chione cancellata,"(Linnaeus, 1767)"
2294,Chione fluctifraga,"(G.B. II Sowerby, 1853)"
2297,Chione paphia,"(C. Linnaeus, 1767)"
2300,Chione undatella,"(G.B. I Sowerby, 1835)"
2301,Chiton crawfordi,"E.R. Sykes, 1899"
2303,Chiton olivaceus,"L. Spengler, 1797"
2304,Chiton squamosus,"Libassi, 1859 †"
2305,Chiton tulipa,"J.R.C. Quoy & J.P. Gaimard, 1835"
2306,Chlamydephorus dimidius,"D.G. Herbert, 2000"
2307,Chlamydephorus gibbonsi,"W.G. Binney, 1879"
2308,Chlamydephorus sexangulus,"(M.A. Watson, 1915)"
2310,Chlamys asperrimus,†
2311,Chlamys celator,"H.J. Finlay, 1928"
2313,Chlamys cookei,"Kellum, 1926 †"
2315,Chlamys dieffenbachi,"L.A. Reeve, 1853"
2321,Chlamys hastata,"I.M. Oldroyd, 1920"
2324,Chlamys irregularis,"G.B. Sowerby, 1842"
2328,Chlamys natalensis,"E.A. Smith, 1906"
2337,Chlamys squamosa,†
2341,Chlamys tincta,"L.A. Reeve, 1853"
2349,Chondrocyclus bathrolophodes,"Connolly, 1929"
2350,Chondrocyclus convexiusculus,L. Pfeiffer
2353,Afrocyclus exsertus,"(Melvill & Ponsonby, 1903)"
2355,Afrocyclus isipingoensis,"(Sturany, 1898)"
2359,Afrocyclus oxygala,"Cole, 2019"
2365,Choromytilus meridionalis,"Krauss, 1848"
2366,Chorus giganteus,"(R.P. Lesson, 1831)"
2367,Chrysostoma paradoxum,"Born, 1778"
2368,Cingulina trachealis,"(A.A. Gould, 1861)"
2369,Cinysca forticostata,"(E.A. Smith, 1904)"
2371,Cinysca granulosa,"(C.F.F. von Krauss, 1848)"
2372,Circe weedingi,"B.C. Cotton, 1934"
2373,Cirsotrema zelebori,"(R.W. Dunker, 1866)"
2374,Cittarium pica,"Linnaeus, 1758"
2375,Clanculus atricatena,"J.R. le B. Tomlin, 1921"
2376,Clanculus clangulus,"(W. Wood, 1828)"
2377,Clanculus consobrinus,"R. Tate, 1893"
2378,Clanculus cruciatus,"(C. Linnaeus, 1758)"
2379,Clanculus dunkeri,"(F.C.L. Koch in R.A. Philippi, 1843)"
2380,Clanculus flagellatus,"(R.A. Philippi, 1848)"
2381,Clanculus flosculus,"(P. Fischer, 1878)"
2382,Clanculus jussieui,"(B.C.M. Payraudeau, 1826)"
2383,Clanculus limbatus,"Quoy, 1834"
2384,Clanculus margaritarius,"(R.A. Philippi, 1846)"
2385,Clanculus maxillatus,"Menke, 1843"
2386,Clanculus miniatus,"(H.E. Anton, 1838)"
2387,Clanculus mixtus,"E.A. Smith, 1903"
2388,Clanculus pharaonius,"Linnaeus, 1758"
2389,Clanculus philippii,"(Koch in Philippi, 1843)"
2390,Clanculus plebejus,"(R.A. Philippi, 1852)"
2391,Clanculus puniceus,"C.F.F. von Krauss, 1848"
2392,Clanculus undatus,"(J.B.P.A. Lamarck, 1816)"
2393,Clanculus waltonae,"G.B. III Sowerby, 1892"
2397,Clausinella fasciata,"(E.M. Da Costa, 1778)"
2399,Clavatula taxea,"(P.F. Röding, 1798)"
2400,Clavatula tripartita,"(H.C. Weinkauff, 1876)"
2401,Cleidothaerus albidus,"(J.B.P.A. Lamarck, 1819)"
2402,Clionella bornii,"E.A. Smith, 1877"
2403,Clionella confusa,"E.A. Smith, 1906"
2404,Clionella kraussii,"(E.A. Smith, 1877)"
2405,Clionella rosaria,"(L.A. Reeve, 1846)"
2406,Clionella semicostata,"(L.C. Kiener, 1840)"
2407,Clionella sinuata,"Born, 1780"
2408,Clionella striolata,"W.H. Turton, 1932"
2409,Clionella subcontracta,"(E.A. Smith, 1904)"
2410,Clionella subventricosa,"(E.A. Smith, 1877)"
2420,Clypeomorus brevis,"(J.R.C. Quoy & J.P. Gaimard, 1834)"
2422,Clypeomorus petrosa,"(W. Wood, 1828)"
2423,Clypeomorus tuberculatus,"C. Linnaeus, 1767"
2424,Montfortula pulchra,"A. Adams, 1851"
2425,Montfortula rugosa,"(J.R.C. Quoy & J.P. Gaimard, 1834)"
2426,Cochlicella barbara,"(C. Linnaeus, 1758)"
2427,Cochlicopa lubricella,"(E.A. Rossmässler, 1834)"
2440,Cochlitoma varicosa,"(Pfeiffer, 1861)"
2443,Cochlitoma zebra,"(Bruguiere, 1792)"
2446,Codakia interrupta,"(J.B.P.A. Lamarck, 1818)"
2448,Codakia orbicularis,"Linnaeus, 1758"
2449,Codakia paytenorum,"(T. Iredale, 1937)"
2450,Codakia punctata,"(Linnaeus, 1758)"
2451,Codakia rugifera,"(L.A. Reeve, 1835)"
2455,Coelatura aegyptiaca,"(F. Cailliaud, 1827)"
2456,Coelatura hauttecoeuri,"(J.R. Bourguignat, 1883)"
2457,Coelatura hypsiprymna,"(E.C. Von Martens, 1897)"
2458,Coeliaxis blandi,"L. Pfeiffer, 1852"
2459,Colina macrostoma,"(R.B. Hinds, 1844)"
2461,Colina pinguis,"(A. Adams, 1855)"
2462,Lottia dalliana,"(Pilsbry, 1891)"
2463,Patelloida heroldi,"(Dunker, 1861)"
2464,Lottia stanfordiana,"(Berry, 1957)"
2466,Colubraria fictilis,"R.B. Hinds, 1844"
2467,Colubraria maculosa,"J.F. Gmelin, 1791"
2468,Colubraria nitidula,"(G.B. I Sowerby, 1833)"
2469,Colubraria obscura,"(L.A. Reeve, 1844)"
2470,Colubraria panamensis,"M. Smith, 1947"
2471,Colubraria perla,"M. Smith, 1947"
2472,Colubraria swifti,"G.W. Tryon, 1881"
2473,Colubraria testacea,"(O.A.L. Mörch, 1854)"
2475,Columbarium formosissimum,"J.R. le B. Tomlin, 1928"
2476,Columbarium pagoda,"(R.P. Lesson, 1831)"
2481,Columbella amirantium,"E.A. Smith, 1884"
2482,Columbella approximata,"G.B. III Sowerby, 1920"
2483,Columbella avara,"R.W. Dunker, 1875"
2484,Columbella bidentata,"K.T. Menke, 1843"
2487,Columbella filmerae,"G.B. III Sowerby, 1900"
2488,Columbella flavida,"J.B.P.A. Lamarck, 1822"
2490,Columbella fulgurans,"C. Dupuis, 1931"
2492,Columbella lightfooti,"E.A. Smith, 1901"
2494,Columbella mercatoria,"(C. Linnaeus, 1758)"
2495,Columbella moleculina,"P.L. Duclos, 1840"
2496,Columbella ocellata,"J.H.F. Link, 1807"
2497,Columbella pardalina,"J.B.P.A. Lamarck, 1822"
2498,Columbella punctata,"T. Allan, 1818"
2499,Columbella rustica,"(C. Linnaeus, 1758)"
2500,Columbella scalarina,"G.B. I Sowerby, 1832"
2502,Columbella shepstonensis,"E.A. Smith, 1910"
2504,Columbella striata,"P.L. Duclos, 1846"
2505,Columbella strombiformis,"J.B.P.A. Lamarck, 1822"
2506,Columbella turturina,"J.B.P.A. Lamarck, 1822"
2507,Columbella varians,"G.B. I Sowerby, 1832"
2508,Columbella veleda,"P.L. Duclos, 1846"
2509,Columbella versicolor,"G.B. I Sowerby, 1832"
2511,Colus gracilis,"E.M. Da Costa, 1778"
2512,Colus morditus,"(W.H. Dall, 1919)"
2513,Colus stimpsoni,"O.A.L. Mörch, 1868"
2514,Cominella acutinodosa,"(L.A. Reeve, 1846)"
2515,Cominella adspersa,"(J.G. Bruguière, 1789)"
2517,Clathranachis angusta,"(G.B.Sowerby III, 1886)"
2518,Cominella eburnea,"(L.A. Reeve, 1846)"
2519,Cominella elongata,"R.W. Dunker, 1857"
2520,Cominella filicea,"J.C.H. Crosse & P.H. Fischer, 1864"
2521,Cominella glandiformis,"(L.A. Reeve, 1847)"
2523,Cominella lineolata,"(J.B.P.A. Lamarck, 1809)"
2524,Cominella maculosa,"Martyn, 1784"
2525,Cominella nassoides,"(L.A. Reeve, 1846)"
2526,Cominella quoyana,"A. Adams, 1855"
2527,Nicema subrostrata,"(Wood, 1828)"
2528,Cominella turtoni,"(P. Bartsch, 1915)"
2529,Cominella virgata,"H. Adams & A. Adams, 1853"
2530,Comitas saldanhae,"(K.H. Barnard, 1958)"
2532,Concholepas peruviana,"Lamarck, 1801"
2533,Congeria leucophaeta,"T.A. Conrad, 1831"
2541,Conus araneosus,"C.H. Hwass, 1792"
2542,Conus arenatus,"P.F. Röding, 1798"
2543,Conus augur,"C.H. Hwass in J.G. Bruguière, 1792"
2544,Conus aureus,"P.F. Röding, 1798"
2545,Conus aurora,"J.B.P.A. Lamarck, 1810"
2546,Conus australis,"J.B.P.A. Lamarck, 1810"
2553,Conus cancellatus,"Y. Hirase, 1934"
2557,Conus chaldaeus,"P.F. Röding, 1798"
2558,Conus coronatus,"L.A. Reeve, 1849"
2562,Conus eburneus,"P.F. Röding, 1798"
2575,Conus glaucus,"P.F. Röding, 1798"
2584,Conus jaspideus,"J.F. Gmelin, 1791"
2585,Conus lautus,"L.A. Reeve, 1844"
2587,Conus leopardus,"L.W. Dillwyn, 1817"
2593,Conus magus,"P.F. Röding, 1798"
2595,Conus marmoreus,"C. Linnaeus, 1758"
2599,Conus mindanus,"Hwass in Bruguière, 1792"
2611,Conus omaria,"J.C. Melvill, 1900"
2614,Conus parvulus,"Martin, 1879 †"
2616,Conus pennaceus,"W. Korn, H.J. Niederhöfer & M. Blöcher, 2000"
2617,Conus peronianus,"T. Iredale, 1931"
2622,Conus princeps,"H.S. Holton, 1802"
2627,Conus pusillus,"J.B.P.A. Lamarck, 1810"
2628,Conus quercinus,"C.H. Hwass in J.G. Bruguière, 1792"
2630,Conus regius,"C.H. Hwass, 1792"
2633,Conus saundersi,"B.C. Cotton, 1945"
2636,Conus scriptus,"G.B. II Sowerby, 1858"
2641,Conus spurius,"P.F. Röding, 1798"
2643,Conus striatellus,"Jenkins, 1864 †"
2645,Conus sulcatus,"C.H. Hwass in J.G. Bruguière, 1792"
2646,Conus sumatrensis,"C.H. Hwass in J.G. Bruguière, 1792"
2651,Conus tigrinus,"G.B. II Sowerby, 1858"
2656,Conus ventricosus,"A. De Gregorio, 1885"
2657,Conus verriculum,"L.A. Reeve, 1843"
2658,Conus verrucosus,"C.H. Hwass in J.G. Bruguière, 1792"
2661,Conus violaceus,"J.H.F. Link, 1807"
2664,Conus vitulinus,"C.H. Hwass in J.G. Bruguière, 1792"
2667,Cookia sulcata,"(J. Lightfoot, 1786)"
2670,Coralliophila caribaea,"Abbott, 1958"
2671,Coralliophila clathrata,"(A. Adams, 1854)"
2672,Coralliophila fritschi,"(E.C. Von Martens, 1874)"
2673,Coralliophila lamellosa,"G.J. De Cristofori & G. Jan in R.A. Philippi, 1836"
2674,Coralliophila meyendorffii,"(Calcara, 1845)"
2675,Coralliophila rosacea,"E.A. Smith, 1903"
2676,Coralliophila squamosissima,"(E.A. Smith, 1876)"
2677,Coralliophila violacea,"(L.C. Kiener, 1836)"
2678,Corbicula africana,"Daget, 1961"
2679,Corbicula astartina,"F. Haas, 1936"
2680,Corbicula fluminalis,"Jickeli, 1874"
2681,Corbicula japonica,"T. Prime, 1864"
2682,Corbula patagonica,"D'Orbigny, 1845"
2683,Corbula rugifera,"E.A. Smith, 1903"
2684,Corbula vicaria,"T. Iredale, 1930"
2685,Corbula zelandica,"J.R.C. Quoy & J.P. Gaimard, 1835"
2686,Corculum cardissa,"(C. Linnaeus, 1758)"
2687,Coriocella nigra,"H.M.D. de Blainville, 1824"
2688,Cornu aspersum,"O.F. Müller, 1774"
2689,Cosmetalepas africana,"(J.R. le B. Tomlin, 1926)"
2690,Costoanachis beckeri,"(G.B. III Sowerby, 1900)"
2694,Craspedochiton producta,"(P.P. Carpenter in H.A. Pilsbry, 1892)"
2700,Crassiclava halistrepta,"P. Bartsch, 1915"
2701,Crassiclava layardi,"(G.B. III Sowerby, 1897)"
2702,Crassispira aesopus,"M.M. Schepman, 1913"
2703,Crassispira bottae,"(Valenciennes in Kiener, 1839)"
2704,Crassispira hottentota,"E.A. Smith, 1882"
2706,Crassispira maura,"(G.B. I Sowerby, 1834)"
2707,Crassispira nigerrima,"(G.B. I Sowerby, 1834)"
2708,Crassostrea angulata,"(J.B.P.A. Lamarck, 1819)"
2710,Crassostrea gigas,"Thunberg, 1793"
2712,Crassostrea virginica,"(Gmelin, 1791)"
2714,Crepidula aculeata,"auct. non J.F. Gmelin, 1791"
2715,Crepidula convexa,"auct. non T. Say, 1822"
2716,Crepidula costata,"G.P. Deshayes, 1830"
2717,Crepidula excavata,"(W.J. Broderip, 1834)"
2718,Crepidula fornicata,"(C. Linnaeus, 1758)"
2720,Crepidula monoxyla,"R.P. Lesson, 1831"
2721,Crepidula nummaria,"A.A. Gould, 1846"
2722,Crepidula onyx,"auct. non G.B. I Sowerby, 1824"
2723,Crepidula plana,"A. Adams & L.A. Reeve, 1850"
2724,Crepidula porcellana,"J.B.P.A. Lamarck, 1801"
2725,Crepidula striolata,"K.T. Menke, 1851"
2726,Creseis acicula,"P.C.A.S.L. Rang, 1828"
2733,Cronia pseudamygdala,"C. Hedley, 1903"
2734,Crucibulum auricula,"Gmelin, 1791"
2735,Crucibulum spinosum,"(G.B. I Sowerby, 1824)"
2736,Cryptoconchus porosus,"(E.J. Burrow, 1815 ex Blainville MS)"
2737,Cryptomya elliptica,"Adams, 1851 †"
2738,Cryptopecten vesiculosus,"Dunker, 1877"
2739,Cryptospira quinqueplicata,"J.B.P.A. Lamarck, 1822"
2740,Ctena sulphurea,"R.N. Kilburn, 1974"
2741,Ctena valida,"(E.A. Smith, 1904)"
2742,Cupidoliva nympha,"(A. Adams & G.F. Angas, 1864)"
2743,Curvella catarractae,"(Melvill & Ponsonby, 1897)"
2744,Curvella elevata,H.C. Burnup
2747,Cuspidaria brazieri,"E.A. Smith, 1885"
2749,Cyclina sinensis,"(J.F. Gmelin, 1791)"
2750,Cyclinella tenuis,"(Recluz, 1852) †"
2751,Cyclocardia borealis,"(Conrad, 1832)"
2752,Cyclonaias tuberculata,"C.S. Rafinesque, 1820"
2754,Cyclope neritea,"(C. Linnaeus, 1758)"
2755,Cyclophorus appendiculatus,"(L. Pfeiffer, 1851)"
2756,Cyclophorus woodianus,"H.C. Lea, 1841"
2758,Cylichna arachis,"J.R.C. Quoy & J.P. Gaimard, 1833"
2759,Cylichna peroniana,"T. Iredale, 1936"
2760,Cylichna tubulosa,"A.A. Gould, 1859"
2762,Cymatiella quoyi,"L.A. Reeve, 1844"
2763,Cymatiella verrucosa,"(L.A. Reeve, 1844)"
2765,Cymatium caribbaeum,"Clench & Turner, 1957"
2766,Ranularia caudatum,"J.F. Gmelin, 1791"
2767,Cymatium clandestinum,"J.B.P.A. Lamarck, 1816"
2768,Cymatium corrugatum,"J.B.P.A. Lamarck, 1816"
2769,Cymatium cutaceum,"J.B.P.A. Lamarck, 1816"
2773,Cymatium femorale,"(Linnaeus, 1758)"
2777,Monoplex klenei,"(Sowerby III, 1889)"
2778,Turritriton labiosus,"(Wood, 1828)"
2779,Cymatium lotorium,"(C. Linnaeus, 1758)"
2780,Cymatium moritinctum,"L.A. Reeve, 1844"
2781,Gutturnium muricinum,"(Roding, 1798)"
2782,Monoplex nicobaricus,"Röding, 1798"
2783,Monoplex parthenopeus,"von Salis-Marschlins, 1793"
2784,Monoplex pilearis,"(Linnaeus, 1758)"
2790,Monoplex vespaceus,"(Lamarck, 1822)"
2792,Monoplex wiegmanni,"(Anton, 1838)"
2793,Cymbiola deshayesi,"(L.A. Reeve, 1854)"
2794,Cymbiola flavicans,"(J.F. Gmelin, 1791)"
2796,Cymbiola imperialis,"(J. Lightfoot, 1786)"
2797,Cymbiola irvinae,"(E.A. Smith, 1909)"
2798,Cymbiola magnifica,"(J.J. Gebauer, 1802)"
2800,Cymbiola pulchra,"(G.B. I Sowerby, 1825)"
2801,Cymbiola rutila,"(W.J. Broderip, 1826)"
2802,Cymbiola vespertilio,"(C. Linnaeus, 1758)"
2803,Cymbium cisium,"K.T. Menke, 1828"
2804,Cymbium cymbium,"(C. Linnaeus, 1758)"
2805,Cymbium pepo,"(J. Lightfoot, 1786)"
2806,Cymbula compressa,"(C. Linnaeus, 1758)"
2807,Cymbula granatina,"(C. Linnaeus, 1758)"
2808,Cymbula miniata,"(Born, 1778)"
2809,Cymbula oculus,"(I. von Born, 1778)"
2815,Cyphoma mcgintyi,"H.A. Pilsbry, 1939"
2817,Naria albuginosa,"J.E. Gray, 1825"
2822,Pseudozonaria annettae,"W.H. Dall, 1909"
2825,Pseudozonaria arabicula,"J.B.P.A. Lamarck, 1810"
2827,Palmadusta asellus,"(Linnaeus, 1758)"
2829,Naria beckii,"J.S. Gaskoin, 1836"
2830,Naria boivinii,"L.C. Kiener, 1843"
2834,Lyncina carneola,"(Linnaeus, 1758)"
2837,Naria cernica,"(GB Sowerby II, 1870)"
2838,Macrocypraea cervinetta,"L.C. Kiener, 1843"
2845,Cypraeovula cohenae,"C.M. Burgess, 1965"
2847,Palmadusta contaminata,"(Sowerby I,1832)"
2848,Eclogavena coxeni,"J.C. Cox, 1873"
2853,Mauritia depressa,"(Gray, 1824)"
2854,Palmadusta diluculum,"(Reeve, 1845)"
2857,Cypraeovula eburnea,"D.H. Barnes, 1824"
2860,Naria erosa,"(Linnaeus, 1758)"
2865,Barycypraea fultoni,"G.B. III Sowerby, 1903 †"
2870,Purpuradusta gracilis,"Stephenson, 1941 †"
2871,Nucleolaria granulata,"Pease, 1862"
2873,Naria helvola,"(Linnaeus, 1758)"
2875,Bistolida hirundo,"C. Linnaeus, 1758"
2878,Naria irrorata,"J.E. Gray, 1828"
2880,Bistolida kieneri,"J.G. Hidalgo, 1906"
2881,Naria labrolineata,"J.S. Gaskoin, 1849"
2882,Naria lamarcki,"(Gray, 1825)"
2883,Staphylaea limacina,"Lamarck, 1810 †"
2885,Palmadusta lutea,"(Gmelin, 1791)"
2888,Mauritia maculifera,"Schilder, 1932"
2889,Leporicypraea mappa,"(Linnaeus, 1758)"
2890,Naria marginalis,"(Dillwyn, 1817)"
2891,Mauritia mauritiana,"(Linnaeus, 1758)"
2896,Pseudozonaria nigropunctata,"J.E. Gray, 1828"
2898,Naria ocellata,"C. Linnaeus, 1758"
2903,Cypraea pantherina,"J. Lightfoot, 1786"
2904,Naria poraria,"(Linnaeus, 1758)"
2905,Ransoniella punctata,"C. Linnaeus, 1771"
2908,Eclogavena quadrimaculata,"J.E. Gray, 1824"
2909,Pseudozonaria robertsi,"J.G. Hidalgo, 1906"
2910,Mauritia scurra,"(Gmelin, 1791)"
2911,Neobernaya spadicea,"(Swainson, 1823)"
2918,Talostolida teres,"Gmelin, 1791"
2920,Chelycypraea testudinaria,"C. Linnaeus, 1758"
2922,Cypraea tigris,"C. Linnaeus, 1758"
2923,Cypraea tortirostris,"G.B. III Sowerby, 1906"
2924,Naria turdus,"(Lamarck, 1810)"
2925,Lyncina ventriculus,"J.B.P.A. Lamarck, 1810"
2926,Cypraeovula verhoefi,"C.M. Burgess, 1982"
2929,Macrocypraea zebra,"M.L. Jaume & P.J. Borro, 1946"
2930,Palmadusta ziczac,"(Linnaeus, 1758)"
2932,Cypraecassis crumena,"J.G. Bruguière, 1792"
2933,Cypraecassis rufa,"(C. Linnaeus, 1758)"
2934,Cypraecassis testiculus,"(C. Linnaeus, 1758)"
2935,Cypraeovula algoensis,"(J.E. Gray, 1825)"
2936,Cypraeovula amphithales,"(Melvill, 1888)"
2937,Cypraeovula capensis,"(J.E. Gray, 1828)"
2938,Cypraeovula connelli,"(W. Liltved, 1983)"
2939,Cypraeovula coronata,"(F.A. Schilder, 1930)"
2940,Cypraeovula edentula,"(J.E. Gray, 1825)"
2941,Cypraeovula fuscodentata,"(Gray, 1825)"
2942,Cypraeovula fuscorubra,"(H.O.N. Shaw, 1909)"
2943,Cyrtopleura costata,"Linnaeus, 1758"
2946,Daphnella capensis,"(G.B. III Sowerby, 1892)"
2947,Daphnella nobilis,"T. Kira, 1959"
2951,Decatopecten radula,"(C. Linnaeus, 1758)"
2953,Demoulia abbreviata,"(J.F. Gmelin, 1791)"
2954,Demoulia retusa,"J.B.P.A. Lamarck, 1822"
2955,Demoulia ventricosa,"(J.B.P.A. Lamarck, 1816)"
2956,Dendrodoris caesia,"(L.S.R. Bergh, 1907)"
2957,Dendrodoris denisoni,"G.F. Angas, 1864"
2958,Dendrodoris nigra,"C.T. Simpson, 1855"
2959,Dendrofissurellum scutellum,"(Gmelin, 1791)"
2965,Dendropoma tholia,"A.M. Keen & J.E. Morton, 1960"
2970,Dentalium octangulatum,"E. Donovan, 1804"
2971,Dentalium pretiosum,"G.B. II Sowerby, 1860"
2972,Dentalium regulare,"E.A. Smith, 1903"
2973,Dentalium strigatum,"A.A. Gould, 1859"
2975,Dentimargo neglecta,"(G.B. I Sowerby, 1846)"
2976,Diacria quadridentata,"(H.M.D. de Blainville, 1821)"
2977,Diacria trispinosa,"de Blainville, 1821"
2978,Diala translucida,"C. Hedley, 1905"
2979,Diastoma virginica,"J. Henderson & P. Bartsch, 1914"
2983,Dinocardium robustum,"Lightfoot, 1786"
2984,Dinoplax fossus,"E.R. Sykes, 1899"
2985,Dinoplax gigas,"(J.F. Gmelin, 1791)"
2986,Dinoplax validifossus,"E.A. Ashby, 1934"
2987,Diodora aspera,"(J. Rathke, 1833)"
2989,Diodora australis,"(C.F.F. von Krauss, 1848)"
2990,Diodora calyculata,"(G.B. I Sowerby, 1823)"
2991,Diodora cayenensis,"J.B.P.A. Lamarck, 1822"
2992,Diodora crucifera,"(H.A. Pilsbry, 1891)"
2993,Diodora elevata,"(R.W. Dunker, 1846)"
2994,Diodora elizabethae,"(E.A. Smith, 1901)"
2995,Diodora graeca,"Auct. non C. Linnaeus, 1758"
2996,Diodora inequalis,"GB Sowerby I, 1835"
2997,Diodora levicostata,"(E.A. Smith, 1914)"
2998,Diodora listeri,"d'Orbigny, 1842"
2999,Diodora mus,"Reeve, 1850"
3000,Diodora parviforata,"Sowerby, 1889"
3001,Diodora ruppelli,"(G.B. Sowerby I, 1835)"
3002,Diodora spreta,"(E.A. Smith, 1901)"
3003,Diplodon berthae,"A.E. Ortmann, 1921"
3004,Diplodon granosus,"(J.G. Bruguière, 1792)"
3005,Diplodon vicarius,"A.E. Ortmann, 1921"
3007,Diplodonta orbella,"(Gould, 1851)"
3008,Diplodonta semiaspera,"Philippi, 1836"
3009,Diplodonta zelandica,"Gray, 1835"
3010,Diplommatina symmetrica,"E.A. Smith, 1894"
3011,Discus patulus,"G.P. Deshayes, 1830"
3012,Distorsio anus,"(Linnaeus, 1758)"
3013,Distorsio clathrata,"(J.B.P.A. Lamarck, 1816)"
3014,Distorsio reticulata,"P.F. Röding, 1798"
3015,Divalinga dalliana,"(E.G. Vanatta, 1901)"
3018,Dolabella auricularia,"(J. Lightfoot, 1786)"
3019,Dolicholatirus bairstowi,"(G.B. III Sowerby, 1886)"
3020,Donax aemulus,"E.A. Smith, 1878 †"
3021,Donax bertini,"H.A. Pilsbry, 1901"
3022,Donax bipartitus,"G.B. III Sowerby, 1892"
3023,Donax brazieri,"Smith, 1892"
3024,Donax burnupi,"G.B. III Sowerby, 1894"
3025,Donax cuneatus,"C. Linnaeus, 1758"
3026,Donax deltoides,"J.B.P.A. Lamarck, 1818"
3027,Donax denticulatus,"Linnaeus, 1758"
3028,Donax faba,"J.F. Gmelin, 1791"
3029,Donax gouldii,"Dall, 1921"
3030,Donax hanleyanus,"R.A. Philippi, 1847"
3031,Donax longissimus,"S.G.A. Jaeckel, 1931"
3032,Donax lubricus,"Hanley, 1845"
3034,Donax madagascariensis,"W. Wood, 1828"
3035,Donax peruvianus,"G.P. Deshayes, 1855"
3036,Donax punctatostriatus,"S.C.T. Hanley, 1843"
3037,Donax rugosus,"C. Linnaeus, 1758"
3038,Donax scortum,"(C. Linnaeus, 1758)"
3039,Donax semigranosus,"R.W. Dunker, 1877"
3040,Donax serra,"L.W. Dillwyn, 1817"
3041,Donax simplex,"G.B. III Sowerby, 1897"
3042,Donax sordidus,"S.C.T. Hanley, 1845"
3043,Donax trunculus,"C. Linnaeus, 1758"
3044,Donax variabilis,"Say, 1822"
3045,Donax veneriformis,"J.B.P.A. Lamarck, 1818"
3046,Donax vittatus,"da Costa, 1778"
3049,Doriopsilla miniata,"(J. Alder & A. Hancock, 1864)"
3050,Doris verrucosa,"C. Linnaeus, 1758"
3051,Dorsanum moniliferum,"L.C. Kiener, 1834"
3052,Dosinia anus,"(R.A. Philippi, 1848)"
3053,Dosinia bilunulata,"(J.E. Gray, 1838)"
3054,Dosinia crocea,"G.P. Deshayes, 1853"
3055,Dosinia diana,"A. Adams & G.F. Angas, 1864"
3056,Dosinia discus,"Reeve, 1850"
3057,Dosinia elegans,"(T.A. Conrad, 1843)"
3058,Dosinia exoleta,"Linnaeus, 1758"
3059,Dosinia hepatica,"(J.B.P.A. Lamarck, 1818)"
3063,Dosinia subrosea,"(J.E. Gray, 1835)"
3064,Dosinia tumida,"(J.E. Gray, 1838)"
3066,Drillia albonodulosa,"E.A. Smith, 1904"
3067,Drillia bairstowi,"G.B. III Sowerby, 1886"
3068,Drillia burnupi,"G.B. III Sowerby, 1897"
3069,Drillia caffra,"(E.A. Smith, 1882)"
3070,Drillia diversa,"E.A. Smith, 1882"
3072,Drillia hottentota,"E.A. Smith, 1882"
3073,Drillia latisulcus,"K.H. Barnard, 1958"
3074,Drillia layardi,"G.B. III Sowerby, 1897"
3075,Drillia lignaria,"(G.B. III Sowerby, 1903)"
3076,Drupa albolabris,"H.M.D. de Blainville, 1832"
3084,Drupa fusca,"H.C. Küster, 1862"
3086,Drupa grossularia,"(P.F. Röding, 1798)"
3087,Drupa lobata,"(H.M.D. de Blainville, 1832)"
